,,5Base Avg:,-0.0334,-0.0273,-0.0083,BASELINE SUBTRACTED,,
12/12/2018 0:28:59.09,12/12/18,00:28:59:09,-0.039718,-0.0248,-0.016182,,,
12/12/2018 0:28:59.31,12/12/18,00:28:59:31,-0.039868,-0.02476,-0.016222,,,
12/12/2018 0:28:59.48,12/12/18,00:28:59:48,-0.040018,-0.0248,-0.016222,,,
12/12/2018 0:28:59.77,12/12/18,00:28:59:77,-0.039868,-0.0248,-0.016222,,,
12/12/2018 0:28:59.99,12/12/18,00:28:59:99,-0.039868,-0.0248,-0.016182,,,
12/12/2018 0:29:00.16,12/12/18,00:29:00:16,-0.039868,-0.0248,-0.016182,,,
12/12/2018 0:29:00.37,12/12/18,00:29:00:37,-0.039868,-0.02476,-0.016222,,,
12/12/2018 0:29:00.57,12/12/18,00:29:00:57,-0.039868,-0.0248,-0.016182,,,
12/12/2018 0:29:00.79,12/12/18,00:29:00:79,-0.039868,-0.02476,-0.016182,,,
12/12/2018 0:29:00.99,12/12/18,00:29:00:99,-0.039868,-0.02476,-0.016182,,,
12/12/2018 0:29:01.21,12/12/18,00:29:01:21,-0.039568,-0.02476,-0.016182,,,
12/12/2018 0:29:01.41,12/12/18,00:29:01:41,-0.039568,-0.02476,-0.016222,,,
12/12/2018 0:29:01.61,12/12/18,00:29:01:61,-0.039718,-0.0248,-0.016182,,,
12/12/2018 0:29:01.91,12/12/18,00:29:01:91,-0.039868,-0.0248,-0.016222,,,
12/12/2018 0:29:02.10,12/12/18,00:29:02:10,-0.040468,-0.0248,-0.016182,,,
12/12/2018 0:29:02.32,12/12/18,00:29:02:32,-0.040168,-0.0248,-0.016182,,,
12/12/2018 0:29:02.49,12/12/18,00:29:02:49,-0.039718,-0.02476,-0.016222,,,
12/12/2018 0:29:02.69,12/12/18,00:29:02:69,-0.039868,-0.02476,-0.016182,,,
12/12/2018 0:29:02.92,12/12/18,00:29:02:92,-0.039868,-0.02476,-0.016182,,,
12/12/2018 0:29:03.21,12/12/18,00:29:03:21,-0.040018,-0.0248,-0.016182,,,
12/12/2018 0:29:03.49,12/12/18,00:29:03:49,-0.039868,-0.02476,-0.016182,,,
12/12/2018 0:29:03.69,12/12/18,00:29:03:69,-0.040018,-0.02476,-0.016182,,,
12/12/2018 0:29:03.95,12/12/18,00:29:03:95,-0.039868,-0.0248,-0.016182,,,
12/12/2018 0:29:04.16,12/12/18,00:29:04:16,-0.039718,-0.0248,-0.016182,,,
12/12/2018 0:29:04.38,12/12/18,00:29:04:38,-0.039868,-0.02476,-0.016182,,,
12/12/2018 0:29:04.58,12/12/18,00:29:04:58,-0.039718,-0.02476,-0.016182,,,
12/12/2018 0:29:04.77,12/12/18,00:29:04:77,-0.039868,-0.02476,-0.016222,,,
12/12/2018 0:29:05.06,12/12/18,00:29:05:06,-0.039718,-0.0248,-0.016182,,,
12/12/2018 0:29:05.17,12/12/18,00:29:05:17,-0.039718,-0.02476,-0.016182,,,
12/12/2018 0:29:05.48,12/12/18,00:29:05:48,-0.039868,-0.02476,-0.016182,,,
12/12/2018 0:29:05.69,12/12/18,00:29:05:69,-0.039868,-0.02476,-0.016182,,,
12/12/2018 0:29:05.87,12/12/18,00:29:05:87,-0.039718,-0.02476,-0.016182,,,
12/12/2018 0:29:06.17,12/12/18,00:29:06:17,-0.039868,-0.02476,-0.016142,,,
12/12/2018 0:29:06.28,12/12/18,00:29:06:28,-0.039868,-0.02476,-0.016142,,,
12/12/2018 0:29:06.51,12/12/18,00:29:06:51,-0.040018,-0.02476,-0.016182,,,
12/12/2018 0:29:06.72,12/12/18,00:29:06:72,-0.039868,-0.0248,-0.016182,,,
12/12/2018 0:29:06.92,12/12/18,00:29:06:92,-0.039868,-0.02476,-0.016182,,,
12/12/2018 0:29:07.20,12/12/18,00:29:07:20,-0.039718,-0.0248,-0.016222,,,
12/12/2018 0:29:07.39,12/12/18,00:29:07:39,-0.039568,-0.0248,-0.016182,,,
12/12/2018 0:29:07.60,12/12/18,00:29:07:60,-0.039418,-0.02476,-0.016222,,,
12/12/2018 0:29:07.81,12/12/18,00:29:07:81,-0.039418,-0.02476,-0.016222,,,
12/12/2018 0:29:07.99,12/12/18,00:29:07:99,-0.039868,-0.02476,-0.016182,,,
12/12/2018 0:29:08.29,12/12/18,00:29:08:29,-0.039718,-0.0248,-0.016222,,,
12/12/2018 0:29:08.40,12/12/18,00:29:08:40,-0.039718,-0.0248,-0.016222,,,
12/12/2018 0:29:08.62,12/12/18,00:29:08:62,-0.039568,-0.0248,-0.016222,,,
12/12/2018 0:29:08.82,12/12/18,00:29:08:82,-0.039568,-0.0248,-0.016222,,,
12/12/2018 0:29:09.01,12/12/18,00:29:09:01,-0.040018,-0.0248,-0.016262,,,
12/12/2018 0:29:09.31,12/12/18,00:29:09:31,-0.039718,-0.0248,-0.016222,,,
12/12/2018 0:29:09.43,12/12/18,00:29:09:43,-0.040018,-0.0248,-0.016222,,,
12/12/2018 0:29:09.63,12/12/18,00:29:09:63,-0.039718,-0.0248,-0.016222,,,
12/12/2018 0:29:09.84,12/12/18,00:29:09:84,-0.039568,-0.0248,-0.016222,,,
12/12/2018 0:29:10.04,12/12/18,00:29:10:04,-0.039418,-0.02476,-0.016222,,,
12/12/2018 0:29:10.23,12/12/18,00:29:10:23,-0.040168,-0.02476,-0.016182,,,
12/12/2018 0:29:10.52,12/12/18,00:29:10:52,-0.040018,-0.02476,-0.016222,,,
12/12/2018 0:29:10.74,12/12/18,00:29:10:74,-0.039868,-0.0248,-0.016222,,,
12/12/2018 0:29:10.94,12/12/18,00:29:10:94,-0.040018,-0.02476,-0.016222,,,
12/12/2018 0:29:11.15,12/12/18,00:29:11:15,-0.039718,-0.0248,-0.016222,,,
12/12/2018 0:29:11.35,12/12/18,00:29:11:35,-0.039868,-0.02476,-0.016222,,,
12/12/2018 0:29:11.66,12/12/18,00:29:11:66,-0.039868,-0.0248,-0.016222,,,
12/12/2018 0:29:11.86,12/12/18,00:29:11:86,-0.039868,-0.0248,-0.016182,,,
12/12/2018 0:29:12.07,12/12/18,00:29:12:07,-0.039718,-0.02476,-0.016222,,,
12/12/2018 0:29:12.25,12/12/18,00:29:12:25,-0.039868,-0.0248,-0.016262,,,
12/12/2018 0:29:12.46,12/12/18,00:29:12:46,-0.039868,-0.0248,-0.016222,,,
12/12/2018 0:29:12.75,12/12/18,00:29:12:75,-0.039868,-0.0248,-0.016262,,,
12/12/2018 0:29:12.97,12/12/18,00:29:12:97,-0.039868,-0.0248,-0.016222,,,
12/12/2018 0:29:13.17,12/12/18,00:29:13:17,-0.039868,-0.0248,-0.016222,,,
12/12/2018 0:29:13.38,12/12/18,00:29:13:38,-0.040018,-0.0248,-0.016222,,,
12/12/2018 0:29:13.58,12/12/18,00:29:13:58,-0.040018,-0.02484,-0.016222,,,
12/12/2018 0:29:13.89,12/12/18,00:29:13:89,-0.039868,-0.02476,-0.016222,,,
12/12/2018 0:29:14.11,12/12/18,00:29:14:11,-0.039868,-0.0248,-0.016222,,,
12/12/2018 0:29:14.31,12/12/18,00:29:14:31,-0.039718,-0.02476,-0.016222,,,
12/12/2018 0:29:14.52,12/12/18,00:29:14:52,-0.039718,-0.0248,-0.016222,,,
12/12/2018 0:29:14.72,12/12/18,00:29:14:72,-0.039568,-0.0248,-0.016222,,,
12/12/2018 0:29:14.92,12/12/18,00:29:14:92,-0.039868,-0.02476,-0.016222,,,
12/12/2018 0:29:15.11,12/12/18,00:29:15:11,-0.039568,-0.0248,-0.016262,,,
12/12/2018 0:29:15.39,12/12/18,00:29:15:39,-0.039568,-0.02484,-0.016222,,,
12/12/2018 0:29:15.61,12/12/18,00:29:15:61,-0.039718,-0.02476,-0.016262,,,
12/12/2018 0:29:15.81,12/12/18,00:29:15:81,-0.040018,-0.0248,-0.016222,,,
12/12/2018 0:29:16.00,12/12/18,00:29:16:00,-0.039418,-0.0248,-0.016222,,,
12/12/2018 0:29:16.22,12/12/18,00:29:16:22,-0.040018,-0.02476,-0.016262,,,
12/12/2018 0:29:16.42,12/12/18,00:29:16:42,-0.039718,-0.0248,-0.016222,,,
12/12/2018 0:29:16.61,12/12/18,00:29:16:61,-0.040018,-0.0248,-0.016262,,,
12/12/2018 0:29:16.81,12/12/18,00:29:16:81,-0.039568,-0.0248,-0.016222,,,
12/12/2018 0:29:17.01,12/12/18,00:29:17:01,-0.039868,-0.0248,-0.016222,,,
12/12/2018 0:29:17.23,12/12/18,00:29:17:23,-0.039568,-0.0248,-0.016262,,,
12/12/2018 0:29:17.43,12/12/18,00:29:17:43,-0.039568,-0.0248,-0.016262,,,
12/12/2018 0:29:17.64,12/12/18,00:29:17:64,-0.039718,-0.0248,-0.016222,,,
12/12/2018 0:29:17.84,12/12/18,00:29:17:84,-0.039868,-0.0248,-0.016262,,,
12/12/2018 0:29:18.13,12/12/18,00:29:18:13,-0.039268,-0.0248,-0.016262,,,
12/12/2018 0:29:18.35,12/12/18,00:29:18:35,-0.039568,-0.0248,-0.016262,,,
12/12/2018 0:29:18.56,12/12/18,00:29:18:56,-0.039718,-0.0248,-0.016222,,,
12/12/2018 0:29:18.76,12/12/18,00:29:18:76,-0.039868,-0.0248,-0.016222,,,
12/12/2018 0:29:18.96,12/12/18,00:29:18:96,-0.039868,-0.0248,-0.016262,,,
12/12/2018 0:29:19.27,12/12/18,00:29:19:27,-0.039718,-0.0248,-0.016262,,,
12/12/2018 0:29:19.40,12/12/18,00:29:19:40,-0.039718,-0.0248,-0.016262,,,
12/12/2018 0:29:19.57,12/12/18,00:29:19:57,-0.039868,-0.02484,-0.016262,,,
12/12/2018 0:29:19.77,12/12/18,00:29:19:77,-0.039568,-0.0248,-0.016222,,,
12/12/2018 0:29:20.07,12/12/18,00:29:20:07,-0.039568,-0.02484,-0.016262,,,
12/12/2018 0:29:20.37,12/12/18,00:29:20:37,-0.039868,-0.02484,-0.016222,,,
12/12/2018 0:29:20.58,12/12/18,00:29:20:58,-0.039418,-0.0248,-0.016262,,,
12/12/2018 0:29:20.79,12/12/18,00:29:20:79,-0.039568,-0.02484,-0.016222,,,
12/12/2018 0:29:20.97,12/12/18,00:29:20:97,-0.040018,-0.0248,-0.016222,,,
12/12/2018 0:29:21.18,12/12/18,00:29:21:18,-0.039868,-0.0248,-0.016222,,,
12/12/2018 0:29:21.47,12/12/18,00:29:21:47,-0.040018,-0.0248,-0.016222,,,
12/12/2018 0:29:21.69,12/12/18,00:29:21:69,-0.039568,-0.02476,-0.016262,,,
12/12/2018 0:29:21.89,12/12/18,00:29:21:89,-0.039568,-0.0248,-0.016262,,,
12/12/2018 0:29:22.08,12/12/18,00:29:22:08,-0.039418,-0.0248,-0.016262,,,
12/12/2018 0:29:22.30,12/12/18,00:29:22:30,-0.039718,-0.0248,-0.016262,,,
12/12/2018 0:29:22.49,12/12/18,00:29:22:49,-0.039568,-0.0248,-0.016222,,,
12/12/2018 0:29:22.71,12/12/18,00:29:22:71,-0.039568,-0.0248,-0.016222,,,
12/12/2018 0:29:22.91,12/12/18,00:29:22:91,-0.039418,-0.0248,-0.016302,,,
12/12/2018 0:29:23.10,12/12/18,00:29:23:10,-0.039718,-0.0248,-0.016262,,,
12/12/2018 0:29:23.30,12/12/18,00:29:23:30,-0.040018,-0.0248,-0.016262,,,
12/12/2018 0:29:23.50,12/12/18,00:29:23:50,-0.039568,-0.0248,-0.016262,,,
12/12/2018 0:29:23.72,12/12/18,00:29:23:72,-0.039568,-0.0248,-0.016262,,,
12/12/2018 0:29:23.92,12/12/18,00:29:23:92,-0.039568,-0.0248,-0.016262,,,
12/12/2018 0:29:24.11,12/12/18,00:29:24:11,-0.039718,-0.02484,-0.016302,,,
12/12/2018 0:29:24.33,12/12/18,00:29:24:33,-0.039568,-0.0248,-0.016262,,,
12/12/2018 0:29:24.55,12/12/18,00:29:24:55,-0.039568,-0.0248,-0.016262,,,
12/12/2018 0:29:24.73,12/12/18,00:29:24:73,-0.039568,-0.0248,-0.016262,,,
12/12/2018 0:29:24.94,12/12/18,00:29:24:94,-0.039268,-0.0248,-0.016262,,,
12/12/2018 0:29:25.14,12/12/18,00:29:25:14,-0.039568,-0.0248,-0.016262,,,
12/12/2018 0:29:25.33,12/12/18,00:29:25:33,-0.039718,-0.02484,-0.016262,,,
12/12/2018 0:29:25.53,12/12/18,00:29:25:53,-0.039568,-0.02484,-0.016262,,,
12/12/2018 0:29:25.84,12/12/18,00:29:25:84,-0.039418,-0.02484,-0.016262,,,
12/12/2018 0:29:26.04,12/12/18,00:29:26:04,-0.039418,-0.02484,-0.016262,,,
12/12/2018 0:29:26.25,12/12/18,00:29:26:25,-0.040018,-0.0248,-0.016302,,,
12/12/2018 0:29:26.45,12/12/18,00:29:26:45,-0.039568,-0.02484,-0.016302,,,
12/12/2018 0:29:26.76,12/12/18,00:29:26:76,-0.039568,-0.0248,-0.016302,,,
12/12/2018 0:29:26.96,12/12/18,00:29:26:96,-0.039718,-0.0248,-0.016302,,,
12/12/2018 0:29:27.17,12/12/18,00:29:27:17,-0.039718,-0.0248,-0.016262,,,
12/12/2018 0:29:27.35,12/12/18,00:29:27:35,-0.039568,-0.02476,-0.016302,,,
12/12/2018 0:29:27.56,12/12/18,00:29:27:56,-0.039418,-0.0248,-0.016342,,,
12/12/2018 0:29:27.79,12/12/18,00:29:27:79,-0.039568,-0.0248,-0.016302,,,
12/12/2018 0:29:27.98,12/12/18,00:29:27:98,-0.039718,-0.0248,-0.016302,,,
12/12/2018 0:29:28.18,12/12/18,00:29:28:18,-0.039568,-0.0248,-0.016342,,,
12/12/2018 0:29:28.38,12/12/18,00:29:28:38,-0.039568,-0.0248,-0.016302,,,
12/12/2018 0:29:28.57,12/12/18,00:29:28:57,-0.039568,-0.0248,-0.016302,,,
12/12/2018 0:29:28.79,12/12/18,00:29:28:79,-0.039568,-0.0248,-0.016302,,,
12/12/2018 0:29:28.99,12/12/18,00:29:28:99,-0.039718,-0.02484,-0.016342,,,
12/12/2018 0:29:29.20,12/12/18,00:29:29:20,-0.039718,-0.0248,-0.016342,,,
12/12/2018 0:29:29.38,12/12/18,00:29:29:38,-0.039568,-0.0248,-0.016302,,,
12/12/2018 0:29:29.68,12/12/18,00:29:29:68,-0.039568,-0.02476,-0.016342,,,
12/12/2018 0:29:29.98,12/12/18,00:29:29:98,-0.040018,-0.0248,-0.016302,,,
12/12/2018 0:29:30.19,12/12/18,00:29:30:19,-0.039718,-0.0248,-0.016302,,,
12/12/2018 0:29:30.40,12/12/18,00:29:30:40,-0.039868,-0.0248,-0.016302,,,
12/12/2018 0:29:30.58,12/12/18,00:29:30:58,-0.039568,-0.0248,-0.016342,,,
12/12/2018 0:29:30.79,12/12/18,00:29:30:79,-0.039418,-0.0248,-0.016302,,,
12/12/2018 0:29:31.08,12/12/18,00:29:31:08,-0.039268,-0.0248,-0.016302,,,
12/12/2018 0:29:31.30,12/12/18,00:29:31:30,-0.039268,-0.02476,-0.016302,,,
12/12/2018 0:29:31.50,12/12/18,00:29:31:50,-0.039418,-0.02476,-0.016342,,,
12/12/2018 0:29:31.69,12/12/18,00:29:31:69,-0.039568,-0.0248,-0.016302,,,
12/12/2018 0:29:31.91,12/12/18,00:29:31:91,-0.039568,-0.0248,-0.016342,,,
12/12/2018 0:29:32.10,12/12/18,00:29:32:10,-0.039418,-0.0248,-0.016382,,,
12/12/2018 0:29:32.32,12/12/18,00:29:32:32,-0.039568,-0.0248,-0.016342,,,
12/12/2018 0:29:32.52,12/12/18,00:29:32:52,-0.039718,-0.0248,-0.016382,,,
12/12/2018 0:29:32.71,12/12/18,00:29:32:71,-0.039718,-0.0248,-0.016342,,,
12/12/2018 0:29:32.91,12/12/18,00:29:32:91,-0.039868,-0.0248,-0.016342,,,
12/12/2018 0:29:33.11,12/12/18,00:29:33:11,-0.039718,-0.0248,-0.016342,,,
12/12/2018 0:29:33.33,12/12/18,00:29:33:33,-0.039718,-0.02484,-0.016342,,,
12/12/2018 0:29:33.53,12/12/18,00:29:33:53,-0.039418,-0.0248,-0.016342,,,
12/12/2018 0:29:33.72,12/12/18,00:29:33:72,-0.039868,-0.0248,-0.016342,,,
12/12/2018 0:29:33.92,12/12/18,00:29:33:92,-0.039568,-0.02484,-0.016342,,,
12/12/2018 0:29:34.25,12/12/18,00:29:34:25,-0.039868,-0.0248,-0.016342,,,
12/12/2018 0:29:34.48,12/12/18,00:29:34:48,-0.039868,-0.02484,-0.016342,,,
12/12/2018 0:29:34.69,12/12/18,00:29:34:69,-0.039418,-0.0248,-0.016302,,,
12/12/2018 0:29:34.89,12/12/18,00:29:34:89,-0.039418,-0.0248,-0.016342,,,
12/12/2018 0:29:35.08,12/12/18,00:29:35:08,-0.039418,-0.02484,-0.016382,,,
12/12/2018 0:29:35.37,12/12/18,00:29:35:37,-0.039268,-0.02484,-0.016342,,,
12/12/2018 0:29:35.51,12/12/18,00:29:35:51,-0.039418,-0.02484,-0.016342,,,
12/12/2018 0:29:35.68,12/12/18,00:29:35:68,-0.039118,-0.0248,-0.016342,,,
12/12/2018 0:29:35.89,12/12/18,00:29:35:89,-0.039418,-0.0248,-0.016382,,,
12/12/2018 0:29:36.11,12/12/18,00:29:36:11,-0.039418,-0.0248,-0.016382,,,
12/12/2018 0:29:36.40,12/12/18,00:29:36:40,-0.039418,-0.0248,-0.016423,,,
12/12/2018 0:29:36.54,12/12/18,00:29:36:54,-0.039568,-0.0248,-0.016423,,,
12/12/2018 0:29:36.75,12/12/18,00:29:36:75,-0.039268,-0.0248,-0.016382,,,
12/12/2018 0:29:36.93,12/12/18,00:29:36:93,-0.040018,-0.02476,-0.016423,,,
12/12/2018 0:29:37.14,12/12/18,00:29:37:14,-0.039568,-0.0248,-0.016423,,,
12/12/2018 0:29:37.45,12/12/18,00:29:37:45,-0.039718,-0.0248,-0.016423,,,
12/12/2018 0:29:37.65,12/12/18,00:29:37:65,-0.039718,-0.0248,-0.016423,,,
12/12/2018 0:29:37.85,12/12/18,00:29:37:85,-0.039718,-0.0248,-0.016423,,,
12/12/2018 0:29:38.04,12/12/18,00:29:38:04,-0.039568,-0.02476,-0.016423,,,
12/12/2018 0:29:38.26,12/12/18,00:29:38:26,-0.039418,-0.02476,-0.016423,,,
12/12/2018 0:29:38.46,12/12/18,00:29:38:46,-0.039718,-0.0248,-0.016423,,,
12/12/2018 0:29:38.68,12/12/18,00:29:38:68,-0.039268,-0.0248,-0.016463,,,
12/12/2018 0:29:38.88,12/12/18,00:29:38:88,-0.039268,-0.0248,-0.016423,,,
12/12/2018 0:29:39.07,12/12/18,00:29:39:07,-0.039568,-0.0248,-0.016423,,,
12/12/2018 0:29:39.29,12/12/18,00:29:39:29,-0.039568,-0.02476,-0.016423,,,
12/12/2018 0:29:39.60,12/12/18,00:29:39:60,-0.039418,-0.0248,-0.016423,,,
12/12/2018 0:29:39.80,12/12/18,00:29:39:80,-0.039718,-0.02476,-0.016423,,,
12/12/2018 0:29:40.01,12/12/18,00:29:40:01,-0.039418,-0.0248,-0.016423,,,
12/12/2018 0:29:40.19,12/12/18,00:29:40:19,-0.039718,-0.0248,-0.016423,,,
12/12/2018 0:29:40.40,12/12/18,00:29:40:40,-0.039718,-0.02476,-0.016463,,,
12/12/2018 0:29:40.60,12/12/18,00:29:40:60,-0.039268,-0.0248,-0.016463,,,
12/12/2018 0:29:40.83,12/12/18,00:29:40:83,-0.039418,-0.0248,-0.016423,,,
12/12/2018 0:29:41.04,12/12/18,00:29:41:04,-0.039118,-0.02476,-0.016463,,,
12/12/2018 0:29:41.24,12/12/18,00:29:41:24,-0.039268,-0.02476,-0.016423,,,
12/12/2018 0:29:41.43,12/12/18,00:29:41:43,-0.039718,-0.0248,-0.016423,,,
