,,6Base_2 Avg:,-0.0333,-0.0329,-0.0203,BASELINE SUBTRACTED,,
Date & Time,Date,Time,PDIT705,PDIT706,PDIT707,PDIT705,PDIT706,PDIT707
12/14/2018 7:00:30.48,12/14/18,07:00:30:48,-0.045721,-0.10504,0.067373,,,
12/14/2018 7:00:30.67,12/14/18,07:00:30:67,-0.04437,-0.10504,0.067373,,,
12/14/2018 7:00:30.87,12/14/18,07:00:30:87,-0.045421,-0.10504,0.067373,,,
12/14/2018 7:00:31.06,12/14/18,07:00:31:06,-0.04557,-0.10504,0.067373,,,
12/14/2018 7:00:31.29,12/14/18,07:00:31:29,-0.045421,-0.10504,0.067413,,,
12/14/2018 7:00:31.51,12/14/18,07:00:31:51,-0.04482,-0.10504,0.067373,,,
12/14/2018 7:00:31.70,12/14/18,07:00:31:70,-0.04557,-0.10504,0.067413,,,
12/14/2018 7:00:31.90,12/14/18,07:00:31:90,-0.043469,-0.10504,0.067373,,,
12/14/2018 7:00:32.09,12/14/18,07:00:32:09,-0.04587,-0.10504,0.067453,,,
12/14/2018 7:00:32.28,12/14/18,07:00:32:28,-0.04392,-0.10504,0.067413,,,
12/14/2018 7:00:32.48,12/14/18,07:00:32:48,-0.04452,-0.10504,0.067373,,,
12/14/2018 7:00:32.78,12/14/18,07:00:32:78,-0.04437,-0.10504,0.067373,,,
12/14/2018 7:00:32.87,12/14/18,07:00:32:87,-0.045421,-0.10504,0.067413,,,
12/14/2018 7:00:33.06,12/14/18,07:00:33:06,-0.045421,-0.10504,0.067453,,,
12/14/2018 7:00:33.24,12/14/18,07:00:33:24,-0.04377,-0.10504,0.067413,,,
12/14/2018 7:00:33.45,12/14/18,07:00:33:45,-0.04497,-0.10504,0.067413,,,
12/14/2018 7:00:33.65,12/14/18,07:00:33:65,-0.04497,-0.10504,0.067413,,,
12/14/2018 7:00:33.87,12/14/18,07:00:33:87,-0.045421,-0.10504,0.067453,,,
12/14/2018 7:00:33.96,12/14/18,07:00:33:96,-0.04467,-0.10504,0.067413,,,
12/14/2018 7:00:34.07,12/14/18,07:00:34:07,-0.04467,-0.10504,0.067413,,,
12/14/2018 7:00:34.18,12/14/18,07:00:34:18,-0.04467,-0.10504,0.067413,,,
12/14/2018 7:00:34.37,12/14/18,07:00:34:37,-0.04527,-0.10504,0.067453,,,
12/14/2018 7:00:34.55,12/14/18,07:00:34:55,-0.04482,-0.10508,0.067413,,,
12/14/2018 7:00:34.76,12/14/18,07:00:34:76,-0.04527,-0.10508,0.067453,,,
12/14/2018 7:00:35.07,12/14/18,07:00:35:07,-0.04392,-0.10504,0.067373,,,
12/14/2018 7:00:35.16,12/14/18,07:00:35:16,-0.04467,-0.10504,0.067413,,,
12/14/2018 7:00:35.35,12/14/18,07:00:35:35,-0.046021,-0.10508,0.067453,,,
12/14/2018 7:00:35.54,12/14/18,07:00:35:54,-0.04452,-0.10504,0.067413,,,
12/14/2018 7:00:35.72,12/14/18,07:00:35:72,-0.04527,-0.10504,0.067413,,,
12/14/2018 7:00:35.91,12/14/18,07:00:35:91,-0.04452,-0.10504,0.067413,,,
12/14/2018 7:00:36.21,12/14/18,07:00:36:21,-0.04482,-0.10504,0.067413,,,
12/14/2018 7:00:36.30,12/14/18,07:00:36:30,-0.045121,-0.10504,0.067413,,,
12/14/2018 7:00:36.50,12/14/18,07:00:36:50,-0.04437,-0.10504,0.067373,,,
12/14/2018 7:00:36.69,12/14/18,07:00:36:69,-0.045121,-0.10504,0.067413,,,
12/14/2018 7:00:36.88,12/14/18,07:00:36:88,-0.04437,-0.10504,0.067413,,,
12/14/2018 7:00:36.99,12/14/18,07:00:36:99,-0.04437,-0.10504,0.067413,,,
12/14/2018 7:00:37.28,12/14/18,07:00:37:28,-0.04527,-0.10504,0.067413,,,
12/14/2018 7:00:37.38,12/14/18,07:00:37:38,-0.04482,-0.10504,0.067453,,,
12/14/2018 7:00:37.57,12/14/18,07:00:37:57,-0.045121,-0.105,0.067453,,,
12/14/2018 7:00:37.75,12/14/18,07:00:37:75,-0.04422,-0.105,0.067413,,,
12/14/2018 7:00:37.94,12/14/18,07:00:37:94,-0.04557,-0.105,0.067493,,,
12/14/2018 7:00:38.13,12/14/18,07:00:38:13,-0.04452,-0.105,0.067413,,,
12/14/2018 7:00:38.42,12/14/18,07:00:38:42,-0.045721,-0.105,0.067493,,,
12/14/2018 7:00:38.52,12/14/18,07:00:38:52,-0.04497,-0.10504,0.067413,,,
12/14/2018 7:00:38.70,12/14/18,07:00:38:70,-0.04452,-0.10504,0.067453,,,
12/14/2018 7:00:38.89,12/14/18,07:00:38:89,-0.04527,-0.105,0.067453,,,
12/14/2018 7:00:39.08,12/14/18,07:00:39:08,-0.04437,-0.105,0.067453,,,
12/14/2018 7:00:39.27,12/14/18,07:00:39:27,-0.04527,-0.10504,0.067453,,,
12/14/2018 7:00:39.56,12/14/18,07:00:39:56,-0.04407,-0.10504,0.067413,,,
12/14/2018 7:00:39.66,12/14/18,07:00:39:66,-0.04437,-0.10504,0.067413,,,
12/14/2018 7:00:39.86,12/14/18,07:00:39:86,-0.045121,-0.10504,0.067413,,,
12/14/2018 7:00:40.05,12/14/18,07:00:40:05,-0.04422,-0.10504,0.067413,,,
12/14/2018 7:00:40.23,12/14/18,07:00:40:23,-0.04527,-0.105,0.067453,,,
12/14/2018 7:00:40.42,12/14/18,07:00:40:42,-0.045421,-0.10504,0.067453,,,
12/14/2018 7:00:40.72,12/14/18,07:00:40:72,-0.04467,-0.10504,0.067413,,,
12/14/2018 7:00:40.81,12/14/18,07:00:40:81,-0.04467,-0.10504,0.067413,,,
12/14/2018 7:00:41.00,12/14/18,07:00:41:00,-0.04392,-0.10504,0.067373,,,
12/14/2018 7:00:41.18,12/14/18,07:00:41:18,-0.04497,-0.10504,0.067413,,,
12/14/2018 7:00:41.37,12/14/18,07:00:41:37,-0.04422,-0.10504,0.067373,,,
12/14/2018 7:00:41.48,12/14/18,07:00:41:48,-0.04422,-0.10504,0.067373,,,
12/14/2018 7:00:41.79,12/14/18,07:00:41:79,-0.04482,-0.10504,0.067373,,,
12/14/2018 7:00:41.87,12/14/18,07:00:41:87,-0.04452,-0.10504,0.067413,,,
12/14/2018 7:00:41.96,12/14/18,07:00:41:96,-0.04467,-0.10504,0.067373,,,
12/14/2018 7:00:42.17,12/14/18,07:00:42:17,-0.045121,-0.10504,0.067373,,,
12/14/2018 7:00:42.35,12/14/18,07:00:42:35,-0.04482,-0.105,0.067373,,,
12/14/2018 7:00:42.54,12/14/18,07:00:42:54,-0.04497,-0.10504,0.067413,,,
12/14/2018 7:00:42.84,12/14/18,07:00:42:84,-0.04482,-0.105,0.067373,,,
12/14/2018 7:00:42.93,12/14/18,07:00:42:93,-0.04482,-0.105,0.067373,,,
12/14/2018 7:00:43.12,12/14/18,07:00:43:12,-0.04482,-0.10504,0.067413,,,
12/14/2018 7:00:43.31,12/14/18,07:00:43:31,-0.045121,-0.10504,0.067373,,,
12/14/2018 7:00:43.49,12/14/18,07:00:43:49,-0.045121,-0.10504,0.067453,,,
12/14/2018 7:00:43.71,12/14/18,07:00:43:71,-0.04437,-0.10504,0.067373,,,
12/14/2018 7:00:44.01,12/14/18,07:00:44:01,-0.04422,-0.10504,0.067373,,,
12/14/2018 7:00:44.10,12/14/18,07:00:44:10,-0.04437,-0.10504,0.067413,,,
12/14/2018 7:00:44.29,12/14/18,07:00:44:29,-0.04527,-0.10504,0.067413,,,
12/14/2018 7:00:44.49,12/14/18,07:00:44:49,-0.04422,-0.10504,0.067413,,,
12/14/2018 7:00:44.68,12/14/18,07:00:44:68,-0.04527,-0.10504,0.067413,,,
12/14/2018 7:00:44.87,12/14/18,07:00:44:87,-0.04482,-0.10504,0.067453,,,
12/14/2018 7:00:45.18,12/14/18,07:00:45:18,-0.04482,-0.10504,0.067413,,,
12/14/2018 7:00:45.26,12/14/18,07:00:45:26,-0.04467,-0.10504,0.067413,,,
12/14/2018 7:00:45.35,12/14/18,07:00:45:35,-0.04482,-0.10504,0.067413,,,
12/14/2018 7:00:45.55,12/14/18,07:00:45:55,-0.04452,-0.10504,0.067413,,,
12/14/2018 7:00:45.74,12/14/18,07:00:45:74,-0.04497,-0.10504,0.067413,,,
12/14/2018 7:00:45.93,12/14/18,07:00:45:93,-0.04392,-0.10504,0.067413,,,
12/14/2018 7:00:46.22,12/14/18,07:00:46:22,-0.04437,-0.10504,0.067413,,,
12/14/2018 7:00:46.32,12/14/18,07:00:46:32,-0.04362,-0.10504,0.067373,,,
12/14/2018 7:00:46.50,12/14/18,07:00:46:50,-0.04482,-0.10504,0.067413,,,
12/14/2018 7:00:46.69,12/14/18,07:00:46:69,-0.04452,-0.10504,0.067333,,,
12/14/2018 7:00:46.91,12/14/18,07:00:46:91,-0.04467,-0.10504,0.067373,,,
12/14/2018 7:00:47.10,12/14/18,07:00:47:10,-0.04497,-0.10504,0.067373,,,
12/14/2018 7:00:47.33,12/14/18,07:00:47:33,-0.04497,-0.10504,0.067373,,,
12/14/2018 7:00:47.42,12/14/18,07:00:47:42,-0.04482,-0.10504,0.067373,,,
12/14/2018 7:00:47.61,12/14/18,07:00:47:61,-0.04497,-0.10504,0.067373,,,
12/14/2018 7:00:47.80,12/14/18,07:00:47:80,-0.04482,-0.10504,0.067373,,,
12/14/2018 7:00:47.99,12/14/18,07:00:47:99,-0.04527,-0.10504,0.067373,,,
12/14/2018 7:00:48.10,12/14/18,07:00:48:10,-0.04497,-0.10504,0.067373,,,
12/14/2018 7:00:48.41,12/14/18,07:00:48:41,-0.045721,-0.10504,0.067413,,,
12/14/2018 7:00:48.50,12/14/18,07:00:48:50,-0.04497,-0.10504,0.067413,,,
12/14/2018 7:00:48.69,12/14/18,07:00:48:69,-0.04497,-0.10504,0.067413,,,
12/14/2018 7:00:48.88,12/14/18,07:00:48:88,-0.04557,-0.10504,0.067453,,,
12/14/2018 7:00:49.06,12/14/18,07:00:49:06,-0.04437,-0.10504,0.067413,,,
12/14/2018 7:00:49.25,12/14/18,07:00:49:25,-0.04452,-0.10504,0.067413,,,
12/14/2018 7:00:49.56,12/14/18,07:00:49:56,-0.04437,-0.10504,0.067373,,,
12/14/2018 7:00:49.66,12/14/18,07:00:49:66,-0.04422,-0.10504,0.067413,,,
12/14/2018 7:00:49.84,12/14/18,07:00:49:84,-0.045421,-0.10504,0.067413,,,
12/14/2018 7:00:50.05,12/14/18,07:00:50:05,-0.04407,-0.10504,0.067373,,,
12/14/2018 7:00:50.25,12/14/18,07:00:50:25,-0.04497,-0.10504,0.067413,,,
12/14/2018 7:00:50.44,12/14/18,07:00:50:44,-0.04467,-0.10504,0.067413,,,
12/14/2018 7:00:50.67,12/14/18,07:00:50:67,-0.045121,-0.10504,0.067413,,,
12/14/2018 7:00:50.75,12/14/18,07:00:50:75,-0.04482,-0.10504,0.067413,,,
12/14/2018 7:00:50.84,12/14/18,07:00:50:84,-0.04467,-0.10504,0.067373,,,
12/14/2018 7:00:51.05,12/14/18,07:00:51:05,-0.04467,-0.10504,0.067413,,,
12/14/2018 7:00:51.15,12/14/18,07:00:51:15,-0.04467,-0.10504,0.067413,,,
12/14/2018 7:00:51.36,12/14/18,07:00:51:36,-0.04527,-0.10504,0.067453,,,
12/14/2018 7:00:51.67,12/14/18,07:00:51:67,-0.04437,-0.10504,0.067373,,,
12/14/2018 7:00:51.76,12/14/18,07:00:51:76,-0.045121,-0.10504,0.067413,,,
12/14/2018 7:00:51.97,12/14/18,07:00:51:97,-0.045121,-0.10504,0.067413,,,
12/14/2018 7:00:52.15,12/14/18,07:00:52:15,-0.04392,-0.10504,0.067373,,,
12/14/2018 7:00:52.34,12/14/18,07:00:52:34,-0.046021,-0.10504,0.067413,,,
12/14/2018 7:00:52.53,12/14/18,07:00:52:53,-0.04422,-0.105,0.067373,,,
12/14/2018 7:00:52.84,12/14/18,07:00:52:84,-0.046021,-0.10504,0.067413,,,
12/14/2018 7:00:52.92,12/14/18,07:00:52:92,-0.04392,-0.105,0.067373,,,
12/14/2018 7:00:53.01,12/14/18,07:00:53:01,-0.04437,-0.10504,0.067373,,,
12/14/2018 7:00:53.21,12/14/18,07:00:53:21,-0.04527,-0.10504,0.067413,,,
12/14/2018 7:00:53.42,12/14/18,07:00:53:42,-0.04422,-0.10504,0.067413,,,
12/14/2018 7:00:53.60,12/14/18,07:00:53:60,-0.04497,-0.10504,0.067413,,,
12/14/2018 7:00:53.90,12/14/18,07:00:53:90,-0.04497,-0.10504,0.067413,,,
12/14/2018 7:00:53.99,12/14/18,07:00:53:99,-0.04557,-0.10504,0.067413,,,
12/14/2018 7:00:54.18,12/14/18,07:00:54:18,-0.04437,-0.10504,0.067373,,,
12/14/2018 7:00:54.27,12/14/18,07:00:54:27,-0.04482,-0.10508,0.067413,,,
12/14/2018 7:00:54.48,12/14/18,07:00:54:48,-0.04437,-0.10504,0.067413,,,
12/14/2018 7:00:54.66,12/14/18,07:00:54:66,-0.04452,-0.10504,0.067413,,,
12/14/2018 7:00:54.96,12/14/18,07:00:54:96,-0.04497,-0.10504,0.067413,,,
12/14/2018 7:00:55.05,12/14/18,07:00:55:05,-0.04527,-0.10504,0.067453,,,
12/14/2018 7:00:55.24,12/14/18,07:00:55:24,-0.04497,-0.10504,0.067453,,,
12/14/2018 7:00:55.43,12/14/18,07:00:55:43,-0.04452,-0.10504,0.067413,,,
12/14/2018 7:00:55.62,12/14/18,07:00:55:62,-0.045421,-0.10508,0.067493,,,
12/14/2018 7:00:55.80,12/14/18,07:00:55:80,-0.04452,-0.10504,0.067413,,,
12/14/2018 7:00:56.10,12/14/18,07:00:56:10,-0.04437,-0.10504,0.067413,,,
12/14/2018 7:00:56.19,12/14/18,07:00:56:19,-0.04437,-0.10504,0.067413,,,
12/14/2018 7:00:56.38,12/14/18,07:00:56:38,-0.04452,-0.10504,0.067453,,,
12/14/2018 7:00:56.58,12/14/18,07:00:56:58,-0.045121,-0.10504,0.067453,,,
12/14/2018 7:00:56.77,12/14/18,07:00:56:77,-0.04527,-0.10504,0.067453,,,
12/14/2018 7:00:56.97,12/14/18,07:00:56:97,-0.04482,-0.10504,0.067453,,,
12/14/2018 7:00:57.29,12/14/18,07:00:57:29,-0.04392,-0.10504,0.067413,,,
12/14/2018 7:00:57.38,12/14/18,07:00:57:38,-0.04452,-0.10504,0.067413,,,
12/14/2018 7:00:57.57,12/14/18,07:00:57:57,-0.04497,-0.10504,0.067453,,,
12/14/2018 7:00:57.75,12/14/18,07:00:57:75,-0.04497,-0.10504,0.067453,,,
12/14/2018 7:00:57.94,12/14/18,07:00:57:94,-0.04497,-0.10504,0.067453,,,
12/14/2018 7:00:58.13,12/14/18,07:00:58:13,-0.045421,-0.10504,0.067453,,,
12/14/2018 7:00:58.44,12/14/18,07:00:58:44,-0.045121,-0.10504,0.067413,,,
12/14/2018 7:00:58.53,12/14/18,07:00:58:53,-0.04497,-0.10504,0.067413,,,
12/14/2018 7:00:58.74,12/14/18,07:00:58:74,-0.04467,-0.10504,0.067413,,,
12/14/2018 7:00:58.92,12/14/18,07:00:58:92,-0.04527,-0.10504,0.067413,,,
12/14/2018 7:00:59.11,12/14/18,07:00:59:11,-0.04422,-0.10504,0.067413,,,
12/14/2018 7:00:59.30,12/14/18,07:00:59:30,-0.045421,-0.10504,0.067453,,,
12/14/2018 7:00:59.52,12/14/18,07:00:59:52,-0.04467,-0.10504,0.067413,,,
12/14/2018 7:00:59.61,12/14/18,07:00:59:61,-0.04407,-0.10504,0.067373,,,
12/14/2018 7:00:59.80,12/14/18,07:00:59:80,-0.045721,-0.10504,0.067453,,,
12/14/2018 7:00:59.98,12/14/18,07:00:59:98,-0.04452,-0.10504,0.067413,,,
12/14/2018 7:01:00.17,12/14/18,07:01:00:17,-0.045421,-0.10504,0.067453,,,
12/14/2018 7:01:00.36,12/14/18,07:01:00:36,-0.045121,-0.10504,0.067453,,,
12/14/2018 7:01:00.65,12/14/18,07:01:00:65,-0.045421,-0.105,0.067493,,,
12/14/2018 7:01:00.75,12/14/18,07:01:00:75,-0.045121,-0.10504,0.067453,,,
12/14/2018 7:01:00.94,12/14/18,07:01:00:94,-0.04452,-0.10504,0.067453,,,
12/14/2018 7:01:01.14,12/14/18,07:01:01:14,-0.04497,-0.105,0.067453,,,
12/14/2018 7:01:01.33,12/14/18,07:01:01:33,-0.04422,-0.10504,0.067413,,,
12/14/2018 7:01:01.51,12/14/18,07:01:01:51,-0.045721,-0.10504,0.067453,,,
12/14/2018 7:01:01.82,12/14/18,07:01:01:82,-0.045421,-0.10504,0.067493,,,
12/14/2018 7:01:01.90,12/14/18,07:01:01:90,-0.045121,-0.105,0.067493,,,
12/14/2018 7:01:02.00,12/14/18,07:01:02:00,-0.04482,-0.10504,0.067453,,,
12/14/2018 7:01:02.21,12/14/18,07:01:02:21,-0.04497,-0.10504,0.067453,,,
12/14/2018 7:01:02.40,12/14/18,07:01:02:40,-0.046021,-0.10504,0.067493,,,
12/14/2018 7:01:02.60,12/14/18,07:01:02:60,-0.045421,-0.10504,0.067453,,,
12/14/2018 7:01:02.90,12/14/18,07:01:02:90,-0.04497,-0.105,0.067493,,,
12/14/2018 7:01:02.99,12/14/18,07:01:02:99,-0.045121,-0.10504,0.067453,,,
12/14/2018 7:01:03.20,12/14/18,07:01:03:20,-0.04497,-0.105,0.067493,,,
12/14/2018 7:01:03.38,12/14/18,07:01:03:38,-0.04482,-0.105,0.067493,,,
12/14/2018 7:01:03.59,12/14/18,07:01:03:59,-0.04377,-0.105,0.067453,,,
12/14/2018 7:01:03.79,12/14/18,07:01:03:79,-0.046021,-0.10504,0.067493,,,
12/14/2018 7:01:04.09,12/14/18,07:01:04:09,-0.04497,-0.10504,0.067453,,,
12/14/2018 7:01:04.18,12/14/18,07:01:04:18,-0.04527,-0.10504,0.067453,,,
12/14/2018 7:01:04.37,12/14/18,07:01:04:37,-0.04437,-0.105,0.067493,,,
12/14/2018 7:01:04.57,12/14/18,07:01:04:57,-0.04527,-0.10504,0.067453,,,
12/14/2018 7:01:04.76,12/14/18,07:01:04:76,-0.045121,-0.10504,0.067453,,,
12/14/2018 7:01:04.94,12/14/18,07:01:04:94,-0.04452,-0.10504,0.067453,,,
12/14/2018 7:01:05.26,12/14/18,07:01:05:26,-0.04362,-0.10504,0.067413,,,
12/14/2018 7:01:05.35,12/14/18,07:01:05:35,-0.04437,-0.10504,0.067453,,,
12/14/2018 7:01:05.54,12/14/18,07:01:05:54,-0.04587,-0.10504,0.067493,,,
12/14/2018 7:01:05.72,12/14/18,07:01:05:72,-0.04422,-0.10504,0.067413,,,
12/14/2018 7:01:05.91,12/14/18,07:01:05:91,-0.045421,-0.10504,0.067453,,,
12/14/2018 7:01:06.11,12/14/18,07:01:06:11,-0.04482,-0.10504,0.067453,,,
12/14/2018 7:01:06.41,12/14/18,07:01:06:41,-0.04392,-0.10504,0.067453,,,
12/14/2018 7:01:06.50,12/14/18,07:01:06:50,-0.04482,-0.10504,0.067453,,,
12/14/2018 7:01:06.69,12/14/18,07:01:06:69,-0.046321,-0.10504,0.067533,,,
12/14/2018 7:01:06.88,12/14/18,07:01:06:88,-0.04452,-0.10504,0.067493,,,
12/14/2018 7:01:07.08,12/14/18,07:01:07:08,-0.046021,-0.105,0.067573,,,
12/14/2018 7:01:07.32,12/14/18,07:01:07:32,-0.04377,-0.10504,0.067493,,,
12/14/2018 7:01:07.61,12/14/18,07:01:07:61,-0.04527,-0.10504,0.067533,,,
12/14/2018 7:01:07.71,12/14/18,07:01:07:71,-0.04407,-0.10504,0.067533,,,
12/14/2018 7:01:07.89,12/14/18,07:01:07:89,-0.046321,-0.10504,0.067573,,,
12/14/2018 7:01:08.08,12/14/18,07:01:08:08,-0.04452,-0.10504,0.067573,,,
12/14/2018 7:01:08.27,12/14/18,07:01:08:27,-0.04437,-0.10504,0.067533,,,
12/14/2018 7:01:08.45,12/14/18,07:01:08:45,-0.04497,-0.10504,0.067533,,,
12/14/2018 7:01:08.75,12/14/18,07:01:08:75,-0.04467,-0.10504,0.067533,,,
12/14/2018 7:01:08.84,12/14/18,07:01:08:84,-0.04482,-0.10504,0.067533,,,
12/14/2018 7:01:09.03,12/14/18,07:01:09:03,-0.04527,-0.10504,0.067573,,,
12/14/2018 7:01:09.22,12/14/18,07:01:09:22,-0.04452,-0.10504,0.067493,,,
12/14/2018 7:01:09.41,12/14/18,07:01:09:41,-0.045421,-0.10504,0.067533,,,
12/14/2018 7:01:09.59,12/14/18,07:01:09:59,-0.04482,-0.10504,0.067533,,,
12/14/2018 7:01:09.81,12/14/18,07:01:09:81,-0.04557,-0.10504,0.067533,,,
12/14/2018 7:01:09.91,12/14/18,07:01:09:91,-0.045121,-0.10504,0.067533,,,
12/14/2018 7:01:10.01,12/14/18,07:01:10:01,-0.04422,-0.10504,0.067493,,,
12/14/2018 7:01:10.20,12/14/18,07:01:10:20,-0.045421,-0.10504,0.067533,,,
12/14/2018 7:01:10.40,12/14/18,07:01:10:40,-0.04467,-0.10504,0.067493,,,
12/14/2018 7:01:10.59,12/14/18,07:01:10:59,-0.04467,-0.10504,0.067493,,,
12/14/2018 7:01:10.92,12/14/18,07:01:10:92,-0.04452,-0.10504,0.067533,,,
12/14/2018 7:01:11.01,12/14/18,07:01:11:01,-0.04452,-0.10504,0.067533,,,
12/14/2018 7:01:11.20,12/14/18,07:01:11:20,-0.04527,-0.10504,0.067533,,,
12/14/2018 7:01:11.39,12/14/18,07:01:11:39,-0.04497,-0.10504,0.067493,,,
12/14/2018 7:01:11.57,12/14/18,07:01:11:57,-0.04467,-0.10504,0.067493,,,
12/14/2018 7:01:11.78,12/14/18,07:01:11:78,-0.04437,-0.105,0.067493,,,
12/14/2018 7:01:12.07,12/14/18,07:01:12:07,-0.04377,-0.105,0.067493,,,
12/14/2018 7:01:12.17,12/14/18,07:01:12:17,-0.04437,-0.10504,0.067493,,,
12/14/2018 7:01:12.37,12/14/18,07:01:12:37,-0.045421,-0.10504,0.067533,,,
12/14/2018 7:01:12.56,12/14/18,07:01:12:56,-0.043469,-0.105,0.067453,,,
12/14/2018 7:01:12.74,12/14/18,07:01:12:74,-0.046021,-0.105,0.067533,,,
12/14/2018 7:01:12.93,12/14/18,07:01:12:93,-0.04467,-0.10504,0.067533,,,
12/14/2018 7:01:13.24,12/14/18,07:01:13:24,-0.045721,-0.10504,0.067533,,,
12/14/2018 7:01:13.34,12/14/18,07:01:13:34,-0.04527,-0.10504,0.067533,,,
12/14/2018 7:01:13.52,12/14/18,07:01:13:52,-0.04452,-0.10504,0.067493,,,
12/14/2018 7:01:13.71,12/14/18,07:01:13:71,-0.046021,-0.10504,0.067533,,,
12/14/2018 7:01:13.90,12/14/18,07:01:13:90,-0.045421,-0.10504,0.067533,,,
12/14/2018 7:01:14.09,12/14/18,07:01:14:09,-0.04557,-0.105,0.067533,,,
12/14/2018 7:01:14.40,12/14/18,07:01:14:40,-0.04527,-0.10504,0.067533,,,
12/14/2018 7:01:14.49,12/14/18,07:01:14:49,-0.04467,-0.10504,0.067533,,,
12/14/2018 7:01:14.69,12/14/18,07:01:14:69,-0.045721,-0.10508,0.067573,,,
12/14/2018 7:01:14.88,12/14/18,07:01:14:88,-0.04422,-0.10504,0.067533,,,
12/14/2018 7:01:15.07,12/14/18,07:01:15:07,-0.04557,-0.10504,0.067533,,,
12/14/2018 7:01:15.18,12/14/18,07:01:15:18,-0.04557,-0.10504,0.067533,,,
12/14/2018 7:01:15.49,12/14/18,07:01:15:49,-0.045721,-0.10508,0.067533,,,
12/14/2018 7:01:15.58,12/14/18,07:01:15:58,-0.045721,-0.10504,0.067533,,,
12/14/2018 7:01:15.77,12/14/18,07:01:15:77,-0.04437,-0.10504,0.067533,,,
12/14/2018 7:01:15.96,12/14/18,07:01:15:96,-0.045121,-0.10504,0.067533,,,
12/14/2018 7:01:16.16,12/14/18,07:01:16:16,-0.04482,-0.10504,0.067493,,,
12/14/2018 7:01:16.35,12/14/18,07:01:16:35,-0.04482,-0.10504,0.067533,,,
12/14/2018 7:01:16.64,12/14/18,07:01:16:64,-0.045421,-0.10504,0.067533,,,
12/14/2018 7:01:16.74,12/14/18,07:01:16:74,-0.04482,-0.10504,0.067533,,,
12/14/2018 7:01:16.85,12/14/18,07:01:16:85,-0.04482,-0.10504,0.067533,,,
12/14/2018 7:01:17.05,12/14/18,07:01:17:05,-0.04467,-0.10504,0.067533,,,
12/14/2018 7:01:17.24,12/14/18,07:01:17:24,-0.045121,-0.10508,0.067533,,,
12/14/2018 7:01:17.44,12/14/18,07:01:17:44,-0.04437,-0.10504,0.067493,,,
12/14/2018 7:01:17.74,12/14/18,07:01:17:74,-0.04437,-0.10504,0.067493,,,
12/14/2018 7:01:17.83,12/14/18,07:01:17:83,-0.04497,-0.10504,0.067533,,,
12/14/2018 7:01:18.02,12/14/18,07:01:18:02,-0.04497,-0.10504,0.067533,,,
12/14/2018 7:01:18.22,12/14/18,07:01:18:22,-0.045421,-0.10504,0.067533,,,
12/14/2018 7:01:18.41,12/14/18,07:01:18:41,-0.04527,-0.10508,0.067493,,,
12/14/2018 7:01:18.59,12/14/18,07:01:18:59,-0.04497,-0.10504,0.067493,,,
12/14/2018 7:01:18.91,12/14/18,07:01:18:91,-0.04482,-0.105,0.067493,,,
12/14/2018 7:01:19.00,12/14/18,07:01:19:00,-0.04497,-0.105,0.067493,,,
12/14/2018 7:01:19.20,12/14/18,07:01:19:20,-0.04482,-0.10504,0.067493,,,
12/14/2018 7:01:19.39,12/14/18,07:01:19:39,-0.04467,-0.10504,0.067493,,,
12/14/2018 7:01:19.58,12/14/18,07:01:19:58,-0.04527,-0.10504,0.067533,,,
12/14/2018 7:01:19.76,12/14/18,07:01:19:76,-0.04482,-0.105,0.067533,,,
12/14/2018 7:01:20.08,12/14/18,07:01:20:08,-0.04467,-0.10504,0.067493,,,
12/14/2018 7:01:20.17,12/14/18,07:01:20:17,-0.045121,-0.10504,0.067533,,,
12/14/2018 7:01:20.36,12/14/18,07:01:20:36,-0.04527,-0.10504,0.067493,,,
12/14/2018 7:01:20.54,12/14/18,07:01:20:54,-0.045121,-0.10504,0.067493,,,
12/14/2018 7:01:20.73,12/14/18,07:01:20:73,-0.045421,-0.10504,0.067533,,,
12/14/2018 7:01:20.92,12/14/18,07:01:20:92,-0.04527,-0.10504,0.067493,,,
12/14/2018 7:01:21.23,12/14/18,07:01:21:23,-0.04437,-0.105,0.067493,,,
12/14/2018 7:01:21.31,12/14/18,07:01:21:31,-0.04467,-0.10504,0.067493,,,
12/14/2018 7:01:21.40,12/14/18,07:01:21:40,-0.04557,-0.10504,0.067493,,,
12/14/2018 7:01:21.61,12/14/18,07:01:21:61,-0.04377,-0.10504,0.067453,,,
12/14/2018 7:01:21.79,12/14/18,07:01:21:79,-0.04482,-0.10504,0.067493,,,
12/14/2018 7:01:21.98,12/14/18,07:01:21:98,-0.04497,-0.105,0.067493,,,
12/14/2018 7:01:22.28,12/14/18,07:01:22:28,-0.04482,-0.10504,0.067493,,,
12/14/2018 7:01:22.37,12/14/18,07:01:22:37,-0.04497,-0.10504,0.067493,,,
12/14/2018 7:01:22.59,12/14/18,07:01:22:59,-0.04437,-0.10504,0.067493,,,
12/14/2018 7:01:22.78,12/14/18,07:01:22:78,-0.04407,-0.10504,0.067453,,,
12/14/2018 7:01:22.96,12/14/18,07:01:22:96,-0.045421,-0.10504,0.067493,,,
12/14/2018 7:01:23.15,12/14/18,07:01:23:15,-0.04422,-0.10504,0.067493,,,
12/14/2018 7:01:23.45,12/14/18,07:01:23:45,-0.04557,-0.10504,0.067493,,,
12/14/2018 7:01:23.54,12/14/18,07:01:23:54,-0.046171,-0.10504,0.067533,,,
