,,6Base_2 Avg:,-0.0333,-0.0329,-0.0203,BASELINE SUBTRACTED,,
Date & Time,Date,Time,PDIT705,PDIT706,PDIT707,PDIT705,PDIT706,PDIT707
12/14/2018 14:10:03.27,12/14/18,14:10:03:27,-0.027112,-0.03104,-0.002163,0.006172,0.001830,0.018152
12/14/2018 14:10:03.46,12/14/18,14:10:03:46,-0.025462,-0.03108,-0.002323,0.007822,0.001790,0.017992
12/14/2018 14:10:03.66,12/14/18,14:10:03:66,-0.024711,-0.03112,-0.002363,0.008573,0.001750,0.017952
12/14/2018 14:10:03.85,12/14/18,14:10:03:85,-0.025462,-0.03116,-0.002443,0.007822,0.001710,0.017872
12/14/2018 14:10:04.04,12/14/18,14:10:04:04,-0.024711,-0.03116,-0.002523,0.008573,0.001710,0.017792
12/14/2018 14:10:04.35,12/14/18,14:10:04:35,-0.026512,-0.03124,-0.002563,0.006772,0.001630,0.017752
12/14/2018 14:10:04.43,12/14/18,14:10:04:43,-0.027112,-0.03128,-0.002563,0.006172,0.001590,0.017752
12/14/2018 14:10:04.52,12/14/18,14:10:04:52,-0.027262,-0.03124,-0.002563,0.006022,0.001630,0.017752
12/14/2018 14:10:04.73,12/14/18,14:10:04:73,-0.026812,-0.03128,-0.002604,0.006472,0.001590,0.017711
12/14/2018 14:10:04.91,12/14/18,14:10:04:91,-0.026662,-0.03132,-0.002604,0.006622,0.001550,0.017711
12/14/2018 14:10:05.10,12/14/18,14:10:05:10,-0.025611,-0.03136,-0.002684,0.007673,0.001510,0.017631
12/14/2018 14:10:05.41,12/14/18,14:10:05:41,-0.025912,-0.0314,-0.002684,0.007372,0.001470,0.017631
12/14/2018 14:10:05.51,12/14/18,14:10:05:51,-0.026212,-0.0314,-0.002684,0.007072,0.001470,0.017631
12/14/2018 14:10:05.69,12/14/18,14:10:05:69,-0.025611,-0.03144,-0.002724,0.007673,0.001430,0.017591
12/14/2018 14:10:05.90,12/14/18,14:10:05:90,-0.024561,-0.03144,-0.002804,0.008723,0.001430,0.017511
12/14/2018 14:10:06.08,12/14/18,14:10:06:08,-0.023661,-0.03148,-0.002844,0.009623,0.001390,0.017471
12/14/2018 14:10:06.29,12/14/18,14:10:06:29,-0.024711,-0.03148,-0.002884,0.008573,0.001390,0.017431
12/14/2018 14:10:06.58,12/14/18,14:10:06:58,-0.026662,-0.03156,-0.002924,0.006622,0.001310,0.017391
12/14/2018 14:10:06.68,12/14/18,14:10:06:68,-0.026962,-0.03152,-0.002884,0.006322,0.001350,0.017431
12/14/2018 14:10:06.86,12/14/18,14:10:06:86,-0.028012,-0.03156,-0.002884,0.005272,0.001310,0.017431
12/14/2018 14:10:07.05,12/14/18,14:10:07:05,-0.027712,-0.0316,-0.002884,0.005572,0.001270,0.017431
12/14/2018 14:10:07.24,12/14/18,14:10:07:24,-0.026812,-0.03164,-0.002924,0.006472,0.001230,0.017391
12/14/2018 14:10:07.44,12/14/18,14:10:07:44,-0.024861,-0.03164,-0.002964,0.008423,0.001230,0.017351
12/14/2018 14:10:07.74,12/14/18,14:10:07:74,-0.024861,-0.03168,-0.003124,0.008423,0.001190,0.017191
12/14/2018 14:10:07.83,12/14/18,14:10:07:83,-0.024261,-0.03168,-0.003124,0.009023,0.001190,0.017191
12/14/2018 14:10:08.03,12/14/18,14:10:08:03,-0.026512,-0.03172,-0.003124,0.006772,0.001150,0.017191
12/14/2018 14:10:08.22,12/14/18,14:10:08:22,-0.026512,-0.03176,-0.003204,0.006772,0.001110,0.017111
12/14/2018 14:10:08.41,12/14/18,14:10:08:41,-0.027112,-0.03176,-0.003204,0.006172,0.001110,0.017111
12/14/2018 14:10:08.59,12/14/18,14:10:08:59,-0.025762,-0.0318,-0.003284,0.007522,0.001070,0.017031
12/14/2018 14:10:08.91,12/14/18,14:10:08:91,-0.026512,-0.0318,-0.003365,0.006772,0.001070,0.016950
12/14/2018 14:10:09.00,12/14/18,14:10:09:00,-0.026962,-0.03184,-0.003405,0.006322,0.001030,0.016910
12/14/2018 14:10:09.19,12/14/18,14:10:09:19,-0.026962,-0.03188,-0.003445,0.006322,0.000990,0.016870
12/14/2018 14:10:09.37,12/14/18,14:10:09:37,-0.026662,-0.03188,-0.003485,0.006622,0.000990,0.016830
12/14/2018 14:10:09.56,12/14/18,14:10:09:56,-0.026062,-0.03188,-0.003605,0.007222,0.000990,0.016710
12/14/2018 14:10:09.75,12/14/18,14:10:09:75,-0.026512,-0.03192,-0.003645,0.006772,0.000950,0.016670
12/14/2018 14:10:10.05,12/14/18,14:10:10:05,-0.027563,-0.03196,-0.003685,0.005721,0.000910,0.016630
12/14/2018 14:10:10.14,12/14/18,14:10:10:14,-0.027412,-0.03196,-0.003725,0.005872,0.000910,0.016590
12/14/2018 14:10:10.33,12/14/18,14:10:10:33,-0.027712,-0.032,-0.003725,0.005572,0.000870,0.016590
12/14/2018 14:10:10.53,12/14/18,14:10:10:53,-0.026362,-0.032,-0.003805,0.006922,0.000870,0.016510
12/14/2018 14:10:10.72,12/14/18,14:10:10:72,-0.026062,-0.03204,-0.003925,0.007222,0.000830,0.016390
12/14/2018 14:10:10.90,12/14/18,14:10:10:90,-0.026812,-0.03204,-0.003965,0.006472,0.000830,0.016350
12/14/2018 14:10:11.22,12/14/18,14:10:11:22,-0.029813,-0.03208,-0.003925,0.003471,0.000790,0.016390
12/14/2018 14:10:11.29,12/14/18,14:10:11:29,-0.029213,-0.03204,-0.003885,0.004071,0.000830,0.016430
12/14/2018 14:10:11.39,12/14/18,14:10:11:39,-0.028463,-0.03208,-0.003925,0.004821,0.000790,0.016390
12/14/2018 14:10:11.59,12/14/18,14:10:11:59,-0.028613,-0.03208,-0.003925,0.004671,0.000790,0.016390
12/14/2018 14:10:11.70,12/14/18,14:10:11:70,-0.028613,-0.03208,-0.003925,0.004671,0.000790,0.016390
12/14/2018 14:10:11.90,12/14/18,14:10:11:90,-0.024711,-0.03204,-0.004046,0.008573,0.000830,0.016269
12/14/2018 14:10:12.09,12/14/18,14:10:12:09,-0.026062,-0.03204,-0.004005,0.007222,0.000830,0.016310
12/14/2018 14:10:12.42,12/14/18,14:10:12:42,-0.026212,-0.03204,-0.004046,0.007072,0.000830,0.016269
12/14/2018 14:10:12.49,12/14/18,14:10:12:49,-0.025462,-0.03204,-0.004046,0.007822,0.000830,0.016269
12/14/2018 14:10:12.59,12/14/18,14:10:12:59,-0.024261,-0.03204,-0.004126,0.009023,0.000830,0.016189
12/14/2018 14:10:12.79,12/14/18,14:10:12:79,-0.025611,-0.03204,-0.004126,0.007673,0.000830,0.016189
12/14/2018 14:10:12.99,12/14/18,14:10:12:99,-0.026812,-0.03204,-0.004126,0.006472,0.000830,0.016189
12/14/2018 14:10:13.20,12/14/18,14:10:13:20,-0.028313,-0.03204,-0.004086,0.004971,0.000830,0.016229
12/14/2018 14:10:13.49,12/14/18,14:10:13:49,-0.027112,-0.03204,-0.004086,0.006172,0.000830,0.016229
12/14/2018 14:10:13.59,12/14/18,14:10:13:59,-0.027563,-0.03204,-0.004086,0.005721,0.000830,0.016229
12/14/2018 14:10:13.79,12/14/18,14:10:13:79,-0.025311,-0.03204,-0.004126,0.007973,0.000830,0.016189
12/14/2018 14:10:13.98,12/14/18,14:10:13:98,-0.027112,-0.03204,-0.004086,0.006172,0.000830,0.016229
12/14/2018 14:10:14.16,12/14/18,14:10:14:16,-0.026212,-0.03204,-0.004086,0.007072,0.000830,0.016229
12/14/2018 14:10:14.35,12/14/18,14:10:14:35,-0.025762,-0.03204,-0.004086,0.007522,0.000830,0.016229
12/14/2018 14:10:14.65,12/14/18,14:10:14:65,-0.026212,-0.03208,-0.004086,0.007072,0.000790,0.016229
12/14/2018 14:10:14.74,12/14/18,14:10:14:74,-0.027412,-0.03204,-0.004086,0.005872,0.000830,0.016229
12/14/2018 14:10:14.93,12/14/18,14:10:14:93,-0.025161,-0.03204,-0.004126,0.008123,0.000830,0.016189
12/14/2018 14:10:15.13,12/14/18,14:10:15:13,-0.024561,-0.03208,-0.004166,0.008723,0.000790,0.016149
12/14/2018 14:10:15.33,12/14/18,14:10:15:33,-0.027563,-0.03208,-0.004046,0.005721,0.000790,0.016269
12/14/2018 14:10:15.52,12/14/18,14:10:15:52,-0.027712,-0.03208,-0.004086,0.005572,0.000790,0.016229
12/14/2018 14:10:15.82,12/14/18,14:10:15:82,-0.028012,-0.03208,-0.004005,0.005272,0.000790,0.016310
12/14/2018 14:10:15.91,12/14/18,14:10:15:91,-0.028613,-0.03208,-0.003965,0.004671,0.000790,0.016350
12/14/2018 14:10:16.10,12/14/18,14:10:16:10,-0.027412,-0.03208,-0.003965,0.005872,0.000790,0.016350
12/14/2018 14:10:16.29,12/14/18,14:10:16:29,-0.024261,-0.03208,-0.004046,0.009023,0.000790,0.016269
12/14/2018 14:10:16.47,12/14/18,14:10:16:47,-0.025611,-0.03208,-0.004005,0.007673,0.000790,0.016310
12/14/2018 14:10:16.68,12/14/18,14:10:16:68,-0.026962,-0.03208,-0.003965,0.006322,0.000790,0.016350
12/14/2018 14:10:16.99,12/14/18,14:10:16:99,-0.026812,-0.03212,-0.004005,0.006472,0.000750,0.016310
12/14/2018 14:10:17.08,12/14/18,14:10:17:08,-0.026062,-0.03208,-0.004005,0.007222,0.000790,0.016310
12/14/2018 14:10:17.27,12/14/18,14:10:17:27,-0.025011,-0.03208,-0.004086,0.008273,0.000790,0.016229
12/14/2018 14:10:17.46,12/14/18,14:10:17:46,-0.026662,-0.03208,-0.004046,0.006622,0.000790,0.016269
12/14/2018 14:10:17.64,12/14/18,14:10:17:64,-0.028163,-0.03212,-0.004005,0.005121,0.000750,0.016310
12/14/2018 14:10:17.83,12/14/18,14:10:17:83,-0.027863,-0.03212,-0.004005,0.005421,0.000750,0.016310
12/14/2018 14:10:18.13,12/14/18,14:10:18:13,-0.027262,-0.03212,-0.004005,0.006022,0.000750,0.016310
12/14/2018 14:10:18.22,12/14/18,14:10:18:22,-0.027712,-0.03216,-0.004046,0.005572,0.000710,0.016269
12/14/2018 14:10:18.44,12/14/18,14:10:18:44,-0.026512,-0.03212,-0.004005,0.006772,0.000750,0.016310
12/14/2018 14:10:18.64,12/14/18,14:10:18:64,-0.025462,-0.03212,-0.004086,0.007822,0.000750,0.016229
12/14/2018 14:10:18.83,12/14/18,14:10:18:83,-0.028163,-0.03216,-0.004005,0.005121,0.000710,0.016310
12/14/2018 14:10:18.94,12/14/18,14:10:18:94,-0.028163,-0.03216,-0.004005,0.005121,0.000710,0.016310
12/14/2018 14:10:19.23,12/14/18,14:10:19:23,-0.026962,-0.03216,-0.004086,0.006322,0.000710,0.016229
12/14/2018 14:10:19.33,12/14/18,14:10:19:33,-0.027863,-0.03216,-0.004046,0.005421,0.000710,0.016269
12/14/2018 14:10:19.51,12/14/18,14:10:19:51,-0.027112,-0.03216,-0.004046,0.006172,0.000710,0.016269
12/14/2018 14:10:19.72,12/14/18,14:10:19:72,-0.027863,-0.0322,-0.004086,0.005421,0.000670,0.016229
12/14/2018 14:10:19.90,12/14/18,14:10:19:90,-0.026212,-0.0322,-0.004086,0.007072,0.000670,0.016229
12/14/2018 14:10:20.09,12/14/18,14:10:20:09,-0.027112,-0.0322,-0.004126,0.006172,0.000670,0.016189
12/14/2018 14:10:20.40,12/14/18,14:10:20:40,-0.029513,-0.03224,-0.004086,0.003771,0.000630,0.016229
12/14/2018 14:10:20.50,12/14/18,14:10:20:50,-0.028913,-0.0322,-0.004086,0.004371,0.000670,0.016229
12/14/2018 14:10:20.68,12/14/18,14:10:20:68,-0.028012,-0.03224,-0.004126,0.005272,0.000630,0.016189
12/14/2018 14:10:20.87,12/14/18,14:10:20:87,-0.028313,-0.03224,-0.004126,0.004971,0.000630,0.016189
12/14/2018 14:10:21.06,12/14/18,14:10:21:06,-0.029964,-0.03228,-0.004046,0.003320,0.000590,0.016269
12/14/2018 14:10:21.25,12/14/18,14:10:21:25,-0.028763,-0.03224,-0.004086,0.004521,0.000630,0.016229
12/14/2018 14:10:21.54,12/14/18,14:10:21:54,-0.028913,-0.03224,-0.004086,0.004371,0.000630,0.016229
12/14/2018 14:10:21.64,12/14/18,14:10:21:64,-0.029063,-0.03228,-0.004126,0.004221,0.000590,0.016189
12/14/2018 14:10:21.82,12/14/18,14:10:21:82,-0.027563,-0.03228,-0.004126,0.005721,0.000590,0.016189
12/14/2018 14:10:22.03,12/14/18,14:10:22:03,-0.028613,-0.03232,-0.004046,0.004671,0.000550,0.016269
12/14/2018 14:10:22.21,12/14/18,14:10:22:21,-0.027712,-0.03228,-0.004086,0.005572,0.000590,0.016229
12/14/2018 14:10:22.40,12/14/18,14:10:22:40,-0.029213,-0.03232,-0.004086,0.004071,0.000550,0.016229
12/14/2018 14:10:22.71,12/14/18,14:10:22:71,-0.026512,-0.03232,-0.004126,0.006772,0.000550,0.016189
12/14/2018 14:10:22.79,12/14/18,14:10:22:79,-0.025762,-0.03232,-0.004166,0.007522,0.000550,0.016149
12/14/2018 14:10:22.88,12/14/18,14:10:22:88,-0.026212,-0.03232,-0.004166,0.007072,0.000550,0.016149
12/14/2018 14:10:23.09,12/14/18,14:10:23:09,-0.028613,-0.03232,-0.004166,0.004671,0.000550,0.016149
12/14/2018 14:10:23.27,12/14/18,14:10:23:27,-0.026212,-0.03232,-0.004246,0.007072,0.000550,0.016069
12/14/2018 14:10:23.49,12/14/18,14:10:23:49,-0.028163,-0.03232,-0.004246,0.005121,0.000550,0.016069
12/14/2018 14:10:23.80,12/14/18,14:10:23:80,-0.025912,-0.03232,-0.004326,0.007372,0.000550,0.015989
12/14/2018 14:10:23.90,12/14/18,14:10:23:90,-0.026962,-0.03232,-0.004326,0.006322,0.000550,0.015989
12/14/2018 14:10:24.10,12/14/18,14:10:24:10,-0.028613,-0.03236,-0.004326,0.004671,0.000510,0.015989
12/14/2018 14:10:24.29,12/14/18,14:10:24:29,-0.028012,-0.03232,-0.004326,0.005272,0.000550,0.015989
12/14/2018 14:10:24.48,12/14/18,14:10:24:48,-0.028913,-0.03236,-0.004326,0.004371,0.000510,0.015989
12/14/2018 14:10:24.66,12/14/18,14:10:24:66,-0.027863,-0.03236,-0.004326,0.005421,0.000510,0.015989
12/14/2018 14:10:24.96,12/14/18,14:10:24:96,-0.028163,-0.03236,-0.004366,0.005121,0.000510,0.015949
12/14/2018 14:10:25.04,12/14/18,14:10:25:04,-0.028163,-0.03236,-0.004366,0.005121,0.000510,0.015949
12/14/2018 14:10:25.22,12/14/18,14:10:25:22,-0.027863,-0.03236,-0.004406,0.005421,0.000510,0.015909
12/14/2018 14:10:25.41,12/14/18,14:10:25:41,-0.028012,-0.03236,-0.004366,0.005272,0.000510,0.015949
12/14/2018 14:10:25.60,12/14/18,14:10:25:60,-0.028163,-0.0324,-0.004406,0.005121,0.000470,0.015909
12/14/2018 14:10:25.82,12/14/18,14:10:25:82,-0.028463,-0.03236,-0.004406,0.004821,0.000510,0.015909
12/14/2018 15:17:40.65,12/14/18,15:17:40:65,0.011455,-0.02572,-0.004366,0.044739,0.007150,0.015949
12/14/2018 15:17:40.75,12/14/18,15:17:40:75,0.014006,-0.02576,-0.004366,0.047290,0.007110,0.015949
12/14/2018 15:17:40.94,12/14/18,15:17:40:94,0.015207,-0.02576,-0.004366,0.048491,0.007110,0.015949
12/14/2018 15:17:41.12,12/14/18,15:17:41:12,0.012956,-0.02576,-0.004246,0.046240,0.007110,0.016069
12/14/2018 15:17:41.33,12/14/18,15:17:41:33,0.015507,-0.02584,-0.004326,0.048791,0.007030,0.015989
12/14/2018 15:17:41.53,12/14/18,15:17:41:53,0.012806,-0.02588,-0.004206,0.046090,0.006990,0.016109
12/14/2018 15:17:41.81,12/14/18,15:17:41:81,0.014457,-0.02588,-0.004246,0.047741,0.006990,0.016069
12/14/2018 15:17:41.90,12/14/18,15:17:41:90,0.014907,-0.02592,-0.004246,0.048191,0.006950,0.016069
12/14/2018 15:17:42.09,12/14/18,15:17:42:09,0.012505,-0.02596,-0.004286,0.045789,0.006910,0.016029
12/14/2018 15:17:42.28,12/14/18,15:17:42:28,0.013256,-0.02596,-0.004326,0.046540,0.006910,0.015989
12/14/2018 15:17:42.48,12/14/18,15:17:42:48,0.008754,-0.02608,-0.004246,0.042038,0.006790,0.016069
12/14/2018 15:17:42.70,12/14/18,15:17:42:70,0.009955,-0.02612,-0.004326,0.043239,0.006750,0.015989
12/14/2018 15:17:43.03,12/14/18,15:17:43:03,0.009504,-0.02624,-0.004286,0.042788,0.006630,0.016029
12/14/2018 15:17:43.10,12/14/18,15:17:43:10,0.010705,-0.02624,-0.004286,0.043989,0.006630,0.016029
12/14/2018 15:17:43.29,12/14/18,15:17:43:29,0.011605,-0.02628,-0.004366,0.044889,0.006590,0.015949
12/14/2018 15:17:43.48,12/14/18,15:17:43:48,0.009504,-0.02636,-0.004326,0.042788,0.006510,0.015989
12/14/2018 15:17:43.67,12/14/18,15:17:43:67,0.009354,-0.0264,-0.004366,0.042638,0.006470,0.015949
12/14/2018 15:17:43.87,12/14/18,15:17:43:87,0.008003,-0.02648,-0.004406,0.041287,0.006390,0.015909
12/14/2018 15:17:44.16,12/14/18,15:17:44:16,0.006653,-0.02652,-0.004486,0.039937,0.006350,0.015829
12/14/2018 15:17:44.26,12/14/18,15:17:44:26,0.004852,-0.02656,-0.004446,0.038136,0.006310,0.015869
12/14/2018 15:17:44.45,12/14/18,15:17:44:45,0.006053,-0.0266,-0.004526,0.039337,0.006270,0.015789
12/14/2018 15:17:44.63,12/14/18,15:17:44:63,0.004852,-0.02668,-0.004526,0.038136,0.006190,0.015789
12/14/2018 15:17:44.82,12/14/18,15:17:44:82,0.003952,-0.02672,-0.004606,0.037236,0.006150,0.015709
12/14/2018 15:17:45.02,12/14/18,15:17:45:02,0.004402,-0.02672,-0.004606,0.037686,0.006150,0.015709
12/14/2018 15:17:45.30,12/14/18,15:17:45:30,0.001851,-0.02684,-0.004646,0.035135,0.006030,0.015669
12/14/2018 15:17:45.40,12/14/18,15:17:45:40,0.00125,-0.02684,-0.004646,0.034534,0.006030,0.015669
12/14/2018 15:17:45.52,12/14/18,15:17:45:52,0.001401,-0.02684,-0.004646,0.034685,0.006030,0.015669
12/14/2018 15:17:45.71,12/14/18,15:17:45:71,0.00125,-0.02688,-0.004686,0.034534,0.005990,0.015629
12/14/2018 15:17:45.90,12/14/18,15:17:45:90,0.001701,-0.02696,-0.004726,0.034985,0.005910,0.015589
12/14/2018 15:17:46.10,12/14/18,15:17:46:10,0.002901,-0.02696,-0.004766,0.036185,0.005910,0.015549
12/14/2018 15:17:46.40,12/14/18,15:17:46:40,0.001401,-0.027,-0.004847,0.034685,0.005870,0.015468
12/14/2018 15:17:46.49,12/14/18,15:17:46:49,0.001851,-0.027,-0.004887,0.035135,0.005870,0.015428
12/14/2018 15:17:46.68,12/14/18,15:17:46:68,-0.00025,-0.02704,-0.004887,0.033034,0.005830,0.015428
12/14/2018 15:17:46.86,12/14/18,15:17:46:86,-0.0001,-0.02708,-0.004927,0.033184,0.005790,0.015388
12/14/2018 15:17:47.05,12/14/18,15:17:47:05,0.001101,-0.02708,-0.004967,0.034385,0.005790,0.015348
12/14/2018 15:17:47.27,12/14/18,15:17:47:27,-0.0004,-0.02708,-0.004927,0.032884,0.005790,0.015388
12/14/2018 15:17:47.55,12/14/18,15:17:47:55,0.001401,-0.02708,-0.005007,0.034685,0.005790,0.015308
12/14/2018 15:17:47.64,12/14/18,15:17:47:64,0.001101,-0.02708,-0.005007,0.034385,0.005790,0.015308
12/14/2018 15:17:47.85,12/14/18,15:17:47:85,-0.001151,-0.02708,-0.004967,0.032133,0.005790,0.015348
12/14/2018 15:17:48.05,12/14/18,15:17:48:05,0.00095,-0.02708,-0.005007,0.034234,0.005790,0.015308
12/14/2018 15:17:48.24,12/14/18,15:17:48:24,-0.001151,-0.02708,-0.004887,0.032133,0.005790,0.015428
12/14/2018 15:17:48.45,12/14/18,15:17:48:45,0.00005,-0.02708,-0.004927,0.033334,0.005790,0.015388
12/14/2018 15:17:48.74,12/14/18,15:17:48:74,0.002901,-0.02708,-0.005087,0.036185,0.005790,0.015228
12/14/2018 15:17:48.83,12/14/18,15:17:48:83,0.002301,-0.02708,-0.005087,0.035585,0.005790,0.015228
12/14/2018 15:17:49.02,12/14/18,15:17:49:02,0.00035,-0.02704,-0.005007,0.033634,0.005830,0.015308
12/14/2018 15:17:49.22,12/14/18,15:17:49:22,0.001701,-0.02704,-0.005007,0.034985,0.005830,0.015308
12/14/2018 15:17:49.41,12/14/18,15:17:49:41,0.001701,-0.02704,-0.005007,0.034985,0.005830,0.015308
12/14/2018 15:17:49.61,12/14/18,15:17:49:61,0.002301,-0.027,-0.004967,0.035585,0.005870,0.015348
12/14/2018 15:17:49.91,12/14/18,15:17:49:91,0.005152,-0.02696,-0.004967,0.038436,0.005910,0.015348
12/14/2018 15:17:49.98,12/14/18,15:17:49:98,0.005602,-0.027,-0.005007,0.038886,0.005870,0.015308
12/14/2018 15:17:50.08,12/14/18,15:17:50:08,0.007253,-0.02696,-0.005047,0.040537,0.005910,0.015268
12/14/2018 15:17:50.28,12/14/18,15:17:50:28,0.007253,-0.02692,-0.005047,0.040537,0.005950,0.015268
12/14/2018 15:17:50.47,12/14/18,15:17:50:47,0.006653,-0.02692,-0.005007,0.039937,0.005950,0.015308
12/14/2018 15:17:50.69,12/14/18,15:17:50:69,0.007253,-0.02688,-0.005127,0.040537,0.005990,0.015188
12/14/2018 15:17:50.97,12/14/18,15:17:50:97,0.005753,-0.02688,-0.005167,0.039037,0.005990,0.015148
12/14/2018 15:17:51.06,12/14/18,15:17:51:06,0.006203,-0.02684,-0.005207,0.039487,0.006030,0.015108
12/14/2018 15:17:51.28,12/14/18,15:17:51:28,0.005753,-0.02684,-0.005247,0.039037,0.006030,0.015068
12/14/2018 15:17:51.47,12/14/18,15:17:51:47,0.006503,-0.02684,-0.005287,0.039787,0.006030,0.015028
12/14/2018 15:17:51.65,12/14/18,15:17:51:65,0.006653,-0.0268,-0.005327,0.039937,0.006070,0.014988
12/14/2018 15:17:51.86,12/14/18,15:17:51:86,0.004702,-0.0268,-0.005327,0.037986,0.006070,0.014988
12/14/2018 15:17:52.14,12/14/18,15:17:52:14,0.006803,-0.0268,-0.005447,0.040087,0.006070,0.014868
12/14/2018 15:17:52.23,12/14/18,15:17:52:23,0.004702,-0.0268,-0.005407,0.037986,0.006070,0.014908
12/14/2018 15:17:52.42,12/14/18,15:17:52:42,0.003051,-0.02676,-0.005407,0.036335,0.006110,0.014908
12/14/2018 15:17:52.62,12/14/18,15:17:52:62,0.003051,-0.0268,-0.005367,0.036335,0.006070,0.014948
12/14/2018 15:17:52.82,12/14/18,15:17:52:82,0.004252,-0.0268,-0.005407,0.037536,0.006070,0.014908
12/14/2018 15:17:53.03,12/14/18,15:17:53:03,0.004102,-0.0268,-0.005367,0.037386,0.006070,0.014948
12/14/2018 15:17:53.34,12/14/18,15:17:53:34,0.007553,-0.0268,-0.005487,0.040837,0.006070,0.014828
12/14/2018 15:17:53.42,12/14/18,15:17:53:42,0.007553,-0.0268,-0.005487,0.040837,0.006070,0.014828
12/14/2018 15:17:53.51,12/14/18,15:17:53:51,0.006353,-0.0268,-0.005447,0.039637,0.006070,0.014868
12/14/2018 15:17:53.71,12/14/18,15:17:53:71,0.008304,-0.02684,-0.005528,0.041588,0.006030,0.014787
12/14/2018 15:17:53.91,12/14/18,15:17:53:91,0.008304,-0.0268,-0.005568,0.041588,0.006070,0.014747
12/14/2018 15:17:54.12,12/14/18,15:17:54:12,0.005903,-0.02684,-0.005568,0.039187,0.006030,0.014747
12/14/2018 15:17:54.40,12/14/18,15:17:54:40,0.003952,-0.02684,-0.005608,0.037236,0.006030,0.014707
12/14/2018 15:17:54.49,12/14/18,15:17:54:49,0.003952,-0.02684,-0.005608,0.037236,0.006030,0.014707
12/14/2018 15:17:54.68,12/14/18,15:17:54:68,0.005302,-0.02688,-0.005688,0.038586,0.005990,0.014627
12/14/2018 15:17:54.88,12/14/18,15:17:54:88,0.001401,-0.02688,-0.005608,0.034685,0.005990,0.014707
12/14/2018 15:17:55.07,12/14/18,15:17:55:07,0.001551,-0.02688,-0.005568,0.034835,0.005990,0.014747
12/14/2018 15:17:55.27,12/14/18,15:17:55:27,0.004252,-0.02688,-0.005528,0.037536,0.005990,0.014787
12/14/2018 15:17:55.55,12/14/18,15:17:55:55,0.005002,-0.02688,-0.005447,0.038286,0.005990,0.014868
12/14/2018 15:17:55.65,12/14/18,15:17:55:65,0.007253,-0.02688,-0.005528,0.040537,0.005990,0.014787
12/14/2018 15:17:55.85,12/14/18,15:17:55:85,0.007553,-0.02692,-0.005487,0.040837,0.005950,0.014828
12/14/2018 15:17:56.04,12/14/18,15:17:56:04,0.009204,-0.02688,-0.005487,0.042488,0.005990,0.014828
12/14/2018 15:17:56.22,12/14/18,15:17:56:22,0.008604,-0.02688,-0.005447,0.041888,0.005990,0.014868
12/14/2018 15:17:56.43,12/14/18,15:17:56:43,0.008154,-0.02692,-0.005407,0.041438,0.005950,0.014908
12/14/2018 15:17:56.71,12/14/18,15:17:56:71,0.008304,-0.02688,-0.005447,0.041588,0.005990,0.014868
12/14/2018 15:17:56.80,12/14/18,15:17:56:80,0.007854,-0.02696,-0.005447,0.041138,0.005910,0.014868
12/14/2018 15:17:56.99,12/14/18,15:17:56:99,0.007103,-0.02692,-0.005447,0.040387,0.005950,0.014868
12/14/2018 15:17:57.19,12/14/18,15:17:57:19,0.007553,-0.02692,-0.005447,0.040837,0.005950,0.014868
12/14/2018 15:17:57.38,12/14/18,15:17:57:38,0.008304,-0.02696,-0.005528,0.041588,0.005910,0.014787
12/14/2018 15:17:57.58,12/14/18,15:17:57:58,0.004852,-0.02696,-0.005487,0.038136,0.005910,0.014828
12/14/2018 15:17:57.86,12/14/18,15:17:57:86,0.005452,-0.027,-0.005528,0.038736,0.005870,0.014787
12/14/2018 15:17:57.96,12/14/18,15:17:57:96,0.003652,-0.02696,-0.005447,0.036936,0.005910,0.014868
12/14/2018 15:17:58.14,12/14/18,15:17:58:14,0.004552,-0.02696,-0.005487,0.037836,0.005910,0.014828
12/14/2018 15:17:58.35,12/14/18,15:17:58:35,0.004102,-0.02696,-0.005487,0.037386,0.005910,0.014828
12/14/2018 15:17:58.53,12/14/18,15:17:58:53,0.001551,-0.027,-0.005407,0.034835,0.005870,0.014908
12/14/2018 15:17:58.74,12/14/18,15:17:58:74,0.002451,-0.027,-0.005447,0.035735,0.005870,0.014868
12/14/2018 15:17:59.02,12/14/18,15:17:59:02,0.00095,-0.027,-0.005407,0.034234,0.005870,0.014908
12/14/2018 15:17:59.11,12/14/18,15:17:59:11,0.002901,-0.027,-0.005407,0.036185,0.005870,0.014908
12/14/2018 15:17:59.30,12/14/18,15:17:59:30,0.003201,-0.027,-0.005407,0.036485,0.005870,0.014908
12/14/2018 15:17:59.48,12/14/18,15:17:59:48,0.002151,-0.02704,-0.005327,0.035435,0.005830,0.014988
12/14/2018 15:17:59.67,12/14/18,15:17:59:67,0.002301,-0.02704,-0.005287,0.035585,0.005830,0.015028
12/14/2018 15:17:59.87,12/14/18,15:17:59:87,0.002601,-0.02704,-0.005247,0.035885,0.005830,0.015068
12/14/2018 15:18:00.15,12/14/18,15:18:00:15,0.004852,-0.02704,-0.005327,0.038136,0.005830,0.014988
12/14/2018 15:18:00.25,12/14/18,15:18:00:25,0.004852,-0.02704,-0.005327,0.038136,0.005830,0.014988
12/14/2018 15:18:00.44,12/14/18,15:18:00:44,0.004402,-0.02704,-0.005327,0.037686,0.005830,0.014988
12/14/2018 15:18:00.64,12/14/18,15:18:00:64,0.004402,-0.02708,-0.005367,0.037686,0.005790,0.014948
