,,8Base Avg:,380.9,212.3,289.9,428.8,506.9,555.0,584.0,561.2,600.1,494.4,547.0,577.9,586.9,600.1,573.0,593.0,560.3,528.1,556.8,560.1,250.9,566.9,444.8
Date & Time,Date,Time,TE629,TE701,TE705,TE706A_1,TE706A_2,TE706B_1,TE706B_2,TE706C_1,TE706C_2,TE707A,TE707B,TE707C,TE708A_1,TE708A_2,TE708B_1,TE708B_2,TE708C_1,TE708C_2,TE709A,TE709B,TE709C,TE741A,TE743
12/18/18 0:00,12/18/18,0:00:38,425.011,264.377,372.643,486.818,541.307,569.334,588.042,563.348,599.919,505.723,548.772,575.061,586.046,600.083,579.075,598.698,573.207,549.499,568.489,576.845,294.389,572.221,472.155
12/18/18 0:01,12/18/18,0:01:38,424.987,264.23,372.501,486.677,541.166,569.334,588.112,563.348,599.989,506.075,548.865,575.155,586.046,600.083,578.981,598.839,573.277,549.499,568.489,576.845,294.365,572.197,472.037
12/18/18 0:02,12/18/18,0:02:38,424.987,264.742,372.264,486.535,541.073,569.263,588.182,563.254,600.036,506.051,548.795,575.225,586.046,600.083,578.934,598.628,573.207,549.358,568.7,576.845,294.365,572.057,472.107
12/18/18 0:03,12/18/18,0:03:38,424.987,264.23,372.122,486.394,541.002,569.334,588.135,563.325,599.966,505.981,549.077,575.155,586.093,600.083,578.958,598.769,573.136,549.194,568.536,576.775,293.858,572.033,471.872
12/18/18 0:04,12/18/18,0:04:38,424.987,264.084,371.908,486.112,540.932,569.31,588.135,563.254,600.036,505.91,548.959,575.085,586.023,600.083,578.887,598.722,573.019,549.053,568.677,576.704,293.786,572.104,471.825
12/18/18 0:05,12/18/18,0:05:38,424.987,264.06,371.671,486.041,540.932,569.24,588.159,563.325,600.036,505.887,549.077,575.225,586.023,600.06,578.84,598.651,573.019,548.842,568.606,576.563,293.545,571.963,471.872
12/18/18 0:06,12/18/18,0:06:38,424.916,264.401,371.316,485.759,540.72,569.24,588.206,563.325,600.036,506.098,549.077,575.366,586.023,600.06,578.887,598.675,572.902,548.842,568.536,576.634,293.256,572.033,471.801
12/18/18 0:07,12/18/18,0:07:38,424.916,264.913,371.363,485.547,540.627,569.216,588.159,563.254,600.036,505.793,549.124,575.343,586.023,600.06,578.77,598.651,572.808,548.748,568.583,576.61,292.87,571.892,471.66
12/18/18 0:08,12/18/18,0:08:38,424.987,264.23,370.866,485.241,540.486,569.146,588.065,563.231,599.966,505.441,549.053,575.061,585.999,599.966,578.817,598.51,572.808,548.466,568.583,576.681,292.653,571.963,471.66
12/18/18 0:09,12/18/18,0:09:38,424.916,263.718,370.818,485.029,540.486,569.146,588.159,563.16,600.013,505.535,548.983,575.202,585.999,599.966,578.629,598.51,572.808,548.466,568.512,576.469,292.292,572.01,471.496
