,,7Base Avg:,-0.0476,-0.0240,-0.0238,BASELINE SUBTRACTED,,
12/17/2018 15:00:19.00,12/17/18,15:00:19:00,0.056926,-0.00292,-0.003204,0.104497,0.021124,0.020560
12/17/2018 15:00:19.19,12/17/18,15:00:19:19,0.054525,-0.00292,-0.003084,0.102096,0.021124,0.020680
12/17/2018 15:00:19.50,12/17/18,15:00:19:50,0.055275,-0.00292,-0.003124,0.102846,0.021124,0.020640
12/17/2018 15:00:19.60,12/17/18,15:00:19:60,0.056926,-0.00296,-0.003204,0.104497,0.021084,0.020560
12/17/2018 15:00:19.78,12/17/18,15:00:19:78,0.056025,-0.00296,-0.003164,0.103596,0.021084,0.020600
12/17/2018 15:00:19.99,12/17/18,15:00:19:99,0.056175,-0.00296,-0.003204,0.103746,0.021084,0.020560
12/17/2018 15:00:20.17,12/17/18,15:00:20:17,0.055875,-0.00296,-0.003204,0.103446,0.021084,0.020560
12/17/2018 15:00:20.36,12/17/18,15:00:20:36,0.055575,-0.00296,-0.003244,0.103146,0.021084,0.020520
12/17/2018 15:00:20.66,12/17/18,15:00:20:66,0.052124,-0.00296,-0.003244,0.099695,0.021084,0.020520
12/17/2018 15:00:20.75,12/17/18,15:00:20:75,0.052874,-0.00296,-0.003284,0.100445,0.021084,0.020480
12/17/2018 15:00:20.95,12/17/18,15:00:20:95,0.056175,-0.00292,-0.003244,0.103746,0.021124,0.020520
12/17/2018 15:00:21.14,12/17/18,15:00:21:14,0.058727,-0.00288,-0.003284,0.106298,0.021164,0.020480
12/17/2018 15:00:21.33,12/17/18,15:00:21:33,0.061428,-0.00288,-0.003325,0.108999,0.021164,0.020439
12/17/2018 15:00:21.52,12/17/18,15:00:21:52,0.062778,-0.00284,-0.003365,0.110349,0.021204,0.020399
12/17/2018 15:00:21.81,12/17/18,15:00:21:81,0.064579,-0.00288,-0.003445,0.112150,0.021164,0.020319
12/17/2018 15:00:21.91,12/17/18,15:00:21:91,0.063979,-0.00284,-0.003485,0.111550,0.021204,0.020279
12/17/2018 15:00:22.09,12/17/18,15:00:22:09,0.058876,-0.00284,-0.003485,0.106447,0.021204,0.020279
12/17/2018 15:00:22.30,12/17/18,15:00:22:30,0.057076,-0.0028,-0.003565,0.104647,0.021244,0.020199
12/17/2018 15:00:22.50,12/17/18,15:00:22:50,0.053924,-0.00276,-0.003525,0.101495,0.021284,0.020239
12/17/2018 15:00:22.69,12/17/18,15:00:22:69,0.051373,-0.00276,-0.003485,0.098944,0.021284,0.020279
12/17/2018 15:00:22.98,12/17/18,15:00:22:98,0.050023,-0.00276,-0.003565,0.097594,0.021284,0.020199
12/17/2018 15:00:23.08,12/17/18,15:00:23:08,0.049272,-0.00276,-0.003485,0.096843,0.021284,0.020279
12/17/2018 15:00:23.26,12/17/18,15:00:23:26,0.050923,-0.00276,-0.003445,0.098494,0.021284,0.020319
12/17/2018 15:00:23.45,12/17/18,15:00:23:45,0.053024,-0.0028,-0.003405,0.100595,0.021244,0.020359
12/17/2018 15:00:23.64,12/17/18,15:00:23:64,0.057226,-0.00276,-0.003485,0.104797,0.021284,0.020279
12/17/2018 15:00:23.82,12/17/18,15:00:23:82,0.057826,-0.00272,-0.003525,0.105397,0.021324,0.020239
12/17/2018 15:00:24.14,12/17/18,15:00:24:14,0.054225,-0.00272,-0.003565,0.101796,0.021324,0.020199
12/17/2018 15:00:24.23,12/17/18,15:00:24:23,0.054074,-0.00268,-0.003565,0.101645,0.021364,0.020199
12/17/2018 15:00:24.42,12/17/18,15:00:24:42,0.055425,-0.00268,-0.003565,0.102996,0.021364,0.020199
12/17/2018 15:00:24.60,12/17/18,15:00:24:60,0.056475,-0.00268,-0.003525,0.104046,0.021364,0.020239
12/17/2018 15:00:24.79,12/17/18,15:00:24:79,0.057826,-0.00268,-0.003565,0.105397,0.021364,0.020199
12/17/2018 15:00:24.90,12/17/18,15:00:24:90,0.057076,-0.00268,-0.003525,0.104647,0.021364,0.020239
12/17/2018 15:00:25.21,12/17/18,15:00:25:21,0.056025,-0.0026,-0.003445,0.103596,0.021444,0.020319
12/17/2018 15:00:25.31,12/17/18,15:00:25:31,0.055425,-0.0026,-0.003445,0.102996,0.021444,0.020319
12/17/2018 15:00:25.49,12/17/18,15:00:25:49,0.055425,-0.00256,-0.003405,0.102996,0.021484,0.020359
12/17/2018 15:00:25.68,12/17/18,15:00:25:68,0.057226,-0.00248,-0.003485,0.104797,0.021564,0.020279
12/17/2018 15:00:25.88,12/17/18,15:00:25:88,0.052724,-0.00244,-0.003365,0.100295,0.021604,0.020399
12/17/2018 15:00:25.98,12/17/18,15:00:25:98,0.050923,-0.00244,-0.003325,0.098494,0.021604,0.020439
12/17/2018 15:00:26.27,12/17/18,15:00:26:27,0.052124,-0.00228,-0.003284,0.099695,0.021764,0.020480
12/17/2018 15:00:26.37,12/17/18,15:00:26:37,0.053024,-0.00228,-0.003284,0.100595,0.021764,0.020480
12/17/2018 15:00:26.55,12/17/18,15:00:26:55,0.053624,-0.0022,-0.003164,0.101195,0.021844,0.020600
12/17/2018 15:00:26.74,12/17/18,15:00:26:74,0.052573,-0.00216,-0.003084,0.100144,0.021884,0.020680
12/17/2018 15:00:26.93,12/17/18,15:00:26:93,0.054374,-0.00204,-0.003044,0.101945,0.022004,0.020720
12/17/2018 15:00:27.13,12/17/18,15:00:27:13,0.052424,-0.00196,-0.002924,0.099995,0.022084,0.020840
12/17/2018 15:00:27.43,12/17/18,15:00:27:43,0.056326,-0.00184,-0.002964,0.103897,0.022204,0.020800
12/17/2018 15:00:27.52,12/17/18,15:00:27:52,0.056626,-0.0018,-0.002964,0.104197,0.022244,0.020800
12/17/2018 15:00:27.71,12/17/18,15:00:27:71,0.054674,-0.00172,-0.002884,0.102245,0.022324,0.020880
12/17/2018 15:00:27.90,12/17/18,15:00:27:90,0.054674,-0.00168,-0.002844,0.102245,0.022364,0.020920
12/17/2018 15:00:28.08,12/17/18,15:00:28:08,0.058876,-0.00156,-0.002884,0.106447,0.022484,0.020880
12/17/2018 15:00:28.27,12/17/18,15:00:28:27,0.058426,-0.00152,-0.002844,0.105997,0.022524,0.020920
12/17/2018 15:00:28.57,12/17/18,15:00:28:57,0.062628,-0.00144,-0.002804,0.110199,0.022604,0.020960
12/17/2018 15:00:28.66,12/17/18,15:00:28:66,0.063679,-0.00148,-0.002844,0.111250,0.022564,0.020920
12/17/2018 15:00:28.85,12/17/18,15:00:28:85,0.061428,-0.00144,-0.002924,0.108999,0.022604,0.020840
12/17/2018 15:00:29.05,12/17/18,15:00:29:05,0.059627,-0.00148,-0.002924,0.107198,0.022564,0.020840
12/17/2018 15:00:29.16,12/17/18,15:00:29:16,0.059627,-0.00148,-0.002924,0.107198,0.022564,0.020840
12/17/2018 15:00:29.36,12/17/18,15:00:29:36,0.058727,-0.00148,-0.002924,0.106298,0.022564,0.020840
12/17/2018 15:00:29.66,12/17/18,15:00:29:66,0.054225,-0.00148,-0.002924,0.101796,0.022564,0.020840
12/17/2018 15:00:29.75,12/17/18,15:00:29:75,0.053774,-0.00148,-0.002924,0.101345,0.022564,0.020840
12/17/2018 15:00:29.94,12/17/18,15:00:29:94,0.054374,-0.00152,-0.002844,0.101945,0.022524,0.020920
12/17/2018 15:00:30.14,12/17/18,15:00:30:14,0.053474,-0.00156,-0.002884,0.101045,0.022484,0.020880
12/17/2018 15:00:30.34,12/17/18,15:00:30:34,0.052724,-0.00156,-0.002924,0.100295,0.022484,0.020840
12/17/2018 15:00:30.53,12/17/18,15:00:30:53,0.051673,-0.0016,-0.002924,0.099244,0.022444,0.020840
12/17/2018 15:00:30.83,12/17/18,15:00:30:83,0.054225,-0.00168,-0.003004,0.101796,0.022364,0.020760
12/17/2018 15:00:30.92,12/17/18,15:00:30:92,0.053774,-0.00168,-0.003004,0.101345,0.022364,0.020760
12/17/2018 15:00:31.11,12/17/18,15:00:31:11,0.055125,-0.00176,-0.003004,0.102696,0.022284,0.020760
12/17/2018 15:00:31.20,12/17/18,15:00:31:20,0.055875,-0.00176,-0.002924,0.103446,0.022284,0.020840
12/17/2018 15:00:31.42,12/17/18,15:00:31:42,0.059027,-0.0018,-0.002964,0.106598,0.022244,0.020800
12/17/2018 15:00:31.61,12/17/18,15:00:31:61,0.061428,-0.00188,-0.003084,0.108999,0.022164,0.020680
12/17/2018 15:00:31.90,12/17/18,15:00:31:90,0.062778,-0.00192,-0.003164,0.110349,0.022124,0.020600
12/17/2018 15:00:32.00,12/17/18,15:00:32:00,0.061578,-0.00196,-0.003204,0.109149,0.022084,0.020560
12/17/2018 15:00:32.19,12/17/18,15:00:32:19,0.058876,-0.00196,-0.003244,0.106447,0.022084,0.020520
12/17/2018 15:00:32.37,12/17/18,15:00:32:37,0.054374,-0.00204,-0.003284,0.101945,0.022004,0.020480
12/17/2018 15:00:32.56,12/17/18,15:00:32:56,0.052273,-0.00204,-0.003284,0.099844,0.022004,0.020480
12/17/2018 15:00:32.76,12/17/18,15:00:32:76,0.052424,-0.00208,-0.003244,0.099995,0.021964,0.020520
12/17/2018 15:00:33.06,12/17/18,15:00:33:06,0.051223,-0.00208,-0.003164,0.098794,0.021964,0.020600
12/17/2018 15:00:33.15,12/17/18,15:00:33:15,0.051073,-0.00212,-0.003124,0.098644,0.021924,0.020640
12/17/2018 15:00:33.34,12/17/18,15:00:33:34,0.053174,-0.00216,-0.003164,0.100745,0.021884,0.020600
12/17/2018 15:00:33.53,12/17/18,15:00:33:53,0.053624,-0.0022,-0.003204,0.101195,0.021844,0.020560
12/17/2018 15:00:33.71,12/17/18,15:00:33:71,0.052874,-0.0022,-0.003204,0.100445,0.021844,0.020560
12/17/2018 15:00:33.90,12/17/18,15:00:33:90,0.052874,-0.00224,-0.003284,0.100445,0.021804,0.020480
12/17/2018 15:00:34.20,12/17/18,15:00:34:20,0.052273,-0.00228,-0.003325,0.099844,0.021764,0.020439
12/17/2018 15:00:34.29,12/17/18,15:00:34:29,0.051823,-0.00228,-0.003325,0.099394,0.021764,0.020439
12/17/2018 15:00:34.48,12/17/18,15:00:34:48,0.048822,-0.00228,-0.003244,0.096393,0.021764,0.020520
12/17/2018 15:00:34.68,12/17/18,15:00:34:68,0.050172,-0.00228,-0.003204,0.097743,0.021764,0.020560
12/17/2018 15:00:34.87,12/17/18,15:00:34:87,0.052724,-0.00228,-0.003164,0.100295,0.021764,0.020600
12/17/2018 15:00:35.06,12/17/18,15:00:35:06,0.054525,-0.00228,-0.003164,0.102096,0.021764,0.020600
12/17/2018 15:00:35.38,12/17/18,15:00:35:38,0.053324,-0.00236,-0.003244,0.100895,0.021684,0.020520
12/17/2018 15:00:35.46,12/17/18,15:00:35:46,0.052424,-0.00232,-0.003284,0.099995,0.021724,0.020480
12/17/2018 15:00:35.56,12/17/18,15:00:35:56,0.051523,-0.00236,-0.003284,0.099094,0.021684,0.020480
12/17/2018 15:00:35.76,12/17/18,15:00:35:76,0.051823,-0.0024,-0.003365,0.099394,0.021644,0.020399
12/17/2018 15:00:35.95,12/17/18,15:00:35:95,0.049722,-0.0024,-0.003365,0.097293,0.021644,0.020399
12/17/2018 15:00:36.13,12/17/18,15:00:36:13,0.051223,-0.00244,-0.003405,0.098794,0.021604,0.020359
12/17/2018 15:00:36.43,12/17/18,15:00:36:43,0.052124,-0.00248,-0.003325,0.099695,0.021564,0.020439
12/17/2018 15:00:36.52,12/17/18,15:00:36:52,0.051523,-0.00252,-0.003284,0.099094,0.021524,0.020480
12/17/2018 15:00:36.71,12/17/18,15:00:36:71,0.053024,-0.00256,-0.003284,0.100595,0.021484,0.020480
12/17/2018 15:00:36.91,12/17/18,15:00:36:91,0.053024,-0.00256,-0.003284,0.100595,0.021484,0.020480
12/17/2018 15:00:37.01,12/17/18,15:00:37:01,0.053024,-0.00252,-0.003244,0.100595,0.021524,0.020520
12/17/2018 15:00:37.21,12/17/18,15:00:37:21,0.059777,-0.00256,-0.003244,0.107348,0.021484,0.020520
12/17/2018 15:00:37.52,12/17/18,15:00:37:52,0.057076,-0.0026,-0.003164,0.104647,0.021444,0.020600
12/17/2018 15:00:37.61,12/17/18,15:00:37:61,0.056775,-0.00256,-0.003164,0.104346,0.021484,0.020600
12/17/2018 15:00:37.80,12/17/18,15:00:37:80,0.054525,-0.0026,-0.003124,0.102096,0.021444,0.020640
12/17/2018 15:00:37.99,12/17/18,15:00:37:99,0.054525,-0.00264,-0.003084,0.102096,0.021404,0.020680
12/17/2018 15:00:38.18,12/17/18,15:00:38:18,0.053924,-0.00264,-0.003004,0.101495,0.021404,0.020760
12/17/2018 15:00:38.36,12/17/18,15:00:38:36,0.055125,-0.00268,-0.003004,0.102696,0.021364,0.020760
12/17/2018 15:00:38.66,12/17/18,15:00:38:66,0.056025,-0.00268,-0.003004,0.103596,0.021364,0.020760
12/17/2018 15:00:38.75,12/17/18,15:00:38:75,0.057976,-0.00268,-0.003004,0.105547,0.021364,0.020760
12/17/2018 15:00:38.94,12/17/18,15:00:38:94,0.057676,-0.00268,-0.003084,0.105247,0.021364,0.020680
12/17/2018 15:00:39.14,12/17/18,15:00:39:14,0.058576,-0.00268,-0.003044,0.106147,0.021364,0.020720
12/17/2018 15:00:39.33,12/17/18,15:00:39:33,0.055275,-0.00268,-0.003044,0.102846,0.021364,0.020720
12/17/2018 15:00:39.53,12/17/18,15:00:39:53,0.054374,-0.00268,-0.003084,0.101945,0.021364,0.020680
12/17/2018 15:00:39.83,12/17/18,15:00:39:83,0.054225,-0.00272,-0.003044,0.101796,0.021324,0.020720
12/17/2018 15:00:39.92,12/17/18,15:00:39:92,0.056025,-0.00272,-0.003044,0.103596,0.021324,0.020720
12/17/2018 15:00:40.11,12/17/18,15:00:40:11,0.057376,-0.00272,-0.003124,0.104947,0.021324,0.020640
12/17/2018 15:00:40.30,12/17/18,15:00:40:30,0.058126,-0.00272,-0.003164,0.105697,0.021324,0.020600
12/17/2018 15:00:40.52,12/17/18,15:00:40:52,0.056175,-0.00272,-0.003244,0.103746,0.021324,0.020520
12/17/2018 15:00:40.70,12/17/18,15:00:40:70,0.056175,-0.00276,-0.003325,0.103746,0.021284,0.020439
12/17/2018 15:00:41.00,12/17/18,15:00:41:00,0.055725,-0.0028,-0.003405,0.103296,0.021244,0.020359
12/17/2018 15:00:41.09,12/17/18,15:00:41:09,0.055575,-0.0028,-0.003405,0.103146,0.021244,0.020359
12/17/2018 15:00:41.28,12/17/18,15:00:41:28,0.053774,-0.00284,-0.003445,0.101345,0.021204,0.020319
12/17/2018 15:00:41.47,12/17/18,15:00:41:47,0.051823,-0.00284,-0.003365,0.099394,0.021204,0.020399
12/17/2018 15:00:41.65,12/17/18,15:00:41:65,0.053474,-0.00288,-0.003365,0.101045,0.021164,0.020399
12/17/2018 15:00:41.84,12/17/18,15:00:41:84,0.053474,-0.00292,-0.003405,0.101045,0.021124,0.020359
12/17/2018 15:00:42.15,12/17/18,15:00:42:15,0.052124,-0.00296,-0.003325,0.099695,0.021084,0.020439
12/17/2018 15:00:42.25,12/17/18,15:00:42:25,0.051673,-0.00296,-0.003365,0.099244,0.021084,0.020399
12/17/2018 15:00:42.43,12/17/18,15:00:42:43,0.048222,-0.00292,-0.003365,0.095793,0.021124,0.020399
12/17/2018 15:00:42.62,12/17/18,15:00:42:62,0.047771,-0.00292,-0.003365,0.095342,0.021124,0.020399
12/17/2018 15:00:42.82,12/17/18,15:00:42:82,0.04432,-0.00292,-0.003244,0.091891,0.021124,0.020520
12/17/2018 15:00:43.01,12/17/18,15:00:43:01,0.045971,-0.00292,-0.003284,0.093542,0.021124,0.020480
12/17/2018 15:00:43.31,12/17/18,15:00:43:31,0.049422,-0.00288,-0.003204,0.096993,0.021164,0.020560
12/17/2018 15:00:43.40,12/17/18,15:00:43:40,0.049572,-0.00288,-0.003204,0.097143,0.021164,0.020560
12/17/2018 15:00:43.60,12/17/18,15:00:43:60,0.049872,-0.00288,-0.003124,0.097443,0.021164,0.020640
12/17/2018 15:00:43.79,12/17/18,15:00:43:79,0.049572,-0.0028,-0.003044,0.097143,0.021244,0.020720
12/17/2018 15:00:43.98,12/17/18,15:00:43:98,0.047471,-0.0028,-0.003004,0.095042,0.021244,0.020760
12/17/2018 15:00:44.17,12/17/18,15:00:44:17,0.047471,-0.00276,-0.002924,0.095042,0.021284,0.020840
12/17/2018 15:00:44.46,12/17/18,15:00:44:46,0.050623,-0.00264,-0.002884,0.098194,0.021404,0.020880
12/17/2018 15:00:44.56,12/17/18,15:00:44:56,0.051223,-0.00264,-0.002884,0.098794,0.021404,0.020880
12/17/2018 15:00:44.74,12/17/18,15:00:44:74,0.054225,-0.0026,-0.002924,0.101796,0.021444,0.020840
12/17/2018 15:00:44.93,12/17/18,15:00:44:93,0.056025,-0.0026,-0.002964,0.103596,0.021444,0.020800
12/17/2018 15:00:45.12,12/17/18,15:00:45:12,0.057976,-0.00256,-0.003084,0.105547,0.021484,0.020680
12/17/2018 15:00:45.31,12/17/18,15:00:45:31,0.057826,-0.00256,-0.003124,0.105397,0.021484,0.020640
12/17/2018 15:00:45.40,12/17/18,15:00:45:40,0.056626,-0.00256,-0.003204,0.104197,0.021484,0.020560
12/17/2018 15:00:45.73,12/17/18,15:00:45:73,0.048222,-0.00256,-0.003204,0.095793,0.021484,0.020560
12/17/2018 15:00:45.80,12/17/18,15:00:45:80,0.047021,-0.00252,-0.003204,0.094592,0.021524,0.020560
12/17/2018 15:00:45.90,12/17/18,15:00:45:90,0.047771,-0.00256,-0.003244,0.095342,0.021484,0.020520
12/17/2018 15:00:46.10,12/17/18,15:00:46:10,0.051073,-0.00252,-0.003365,0.098644,0.021524,0.020399
12/17/2018 15:00:46.29,12/17/18,15:00:46:29,0.050923,-0.00252,-0.003325,0.098494,0.021524,0.020439
12/17/2018 15:00:46.48,12/17/18,15:00:46:48,0.053624,-0.00252,-0.003445,0.101195,0.021524,0.020319
12/17/2018 15:00:46.79,12/17/18,15:00:46:79,0.055275,-0.00252,-0.003645,0.102846,0.021524,0.020119
12/17/2018 15:00:46.88,12/17/18,15:00:46:88,0.055275,-0.00256,-0.003725,0.102846,0.021484,0.020039
12/17/2018 15:00:47.07,12/17/18,15:00:47:07,0.057976,-0.00252,-0.003845,0.105547,0.021524,0.019919
12/17/2018 15:00:47.27,12/17/18,15:00:47:27,0.056175,-0.00252,-0.003885,0.103746,0.021524,0.019879
12/17/2018 15:00:47.46,12/17/18,15:00:47:46,0.054975,-0.00256,-0.003885,0.102546,0.021484,0.019879
12/17/2018 15:00:47.65,12/17/18,15:00:47:65,0.055575,-0.00256,-0.003965,0.103146,0.021484,0.019799
12/17/2018 15:00:47.94,12/17/18,15:00:47:94,0.053774,-0.0026,-0.003965,0.101345,0.021444,0.019799
12/17/2018 15:00:48.04,12/17/18,15:00:48:04,0.053474,-0.0026,-0.003965,0.101045,0.021444,0.019799
12/17/2018 15:00:48.24,12/17/18,15:00:48:24,0.054525,-0.0026,-0.003965,0.102096,0.021444,0.019799
12/17/2018 15:00:48.43,12/17/18,15:00:48:43,0.055875,-0.0026,-0.004005,0.103446,0.021444,0.019759
12/17/2018 15:00:48.61,12/17/18,15:00:48:61,0.054674,-0.0026,-0.003925,0.102245,0.021444,0.019839
12/17/2018 15:00:48.80,12/17/18,15:00:48:80,0.057226,-0.0026,-0.003965,0.104797,0.021444,0.019799
12/17/2018 15:00:49.10,12/17/18,15:00:49:10,0.060077,-0.0026,-0.003925,0.107648,0.021444,0.019839
12/17/2018 15:00:49.19,12/17/18,15:00:49:19,0.060527,-0.0026,-0.003925,0.108098,0.021444,0.019839
12/17/2018 15:00:49.38,12/17/18,15:00:49:38,0.058426,-0.00264,-0.003885,0.105997,0.021404,0.019879
12/17/2018 15:00:49.56,12/17/18,15:00:49:56,0.057676,-0.00264,-0.003925,0.105247,0.021404,0.019839
12/17/2018 15:00:49.75,12/17/18,15:00:49:75,0.057676,-0.00264,-0.004005,0.105247,0.021404,0.019759
12/17/2018 15:00:49.95,12/17/18,15:00:49:95,0.055875,-0.00268,-0.003925,0.103446,0.021364,0.019839
12/17/2018 15:00:50.25,12/17/18,15:00:50:25,0.059927,-0.00276,-0.003965,0.107498,0.021284,0.019799
12/17/2018 15:00:50.34,12/17/18,15:00:50:34,0.059627,-0.0028,-0.003965,0.107198,0.021244,0.019799
12/17/2018 15:00:50.53,12/17/18,15:00:50:53,0.058276,-0.00284,-0.004005,0.105847,0.021204,0.019759
12/17/2018 15:00:50.73,12/17/18,15:00:50:73,0.054674,-0.00288,-0.004046,0.102245,0.021164,0.019718
12/17/2018 15:00:50.94,12/17/18,15:00:50:94,0.053774,-0.00292,-0.004086,0.101345,0.021124,0.019678
12/17/2018 15:00:51.12,12/17/18,15:00:51:12,0.053924,-0.00296,-0.004086,0.101495,0.021084,0.019678
12/17/2018 15:00:51.42,12/17/18,15:00:51:42,0.056025,-0.00308,-0.004005,0.103596,0.020964,0.019759
12/17/2018 15:00:51.51,12/17/18,15:00:51:51,0.056326,-0.00308,-0.004005,0.103897,0.020964,0.019759
12/17/2018 15:00:51.70,12/17/18,15:00:51:70,0.056025,-0.00312,-0.004046,0.103596,0.020924,0.019718
12/17/2018 15:00:51.89,12/17/18,15:00:51:89,0.052124,-0.00316,-0.004086,0.099695,0.020884,0.019678
12/17/2018 15:00:52.08,12/17/18,15:00:52:08,0.051823,-0.0032,-0.004046,0.099394,0.020844,0.019718
12/17/2018 15:00:52.26,12/17/18,15:00:52:26,0.053774,-0.00324,-0.004046,0.101345,0.020804,0.019718
12/17/2018 15:00:52.56,12/17/18,15:00:52:56,0.051823,-0.00324,-0.004005,0.099394,0.020804,0.019759
12/17/2018 15:00:52.64,12/17/18,15:00:52:64,0.049872,-0.00324,-0.004005,0.097443,0.020804,0.019759
12/17/2018 15:00:52.75,12/17/18,15:00:52:75,0.050172,-0.00324,-0.004005,0.097743,0.020804,0.019759
12/17/2018 15:00:52.95,12/17/18,15:00:52:95,0.051823,-0.00328,-0.004046,0.099394,0.020764,0.019718
12/17/2018 15:00:53.15,12/17/18,15:00:53:15,0.054225,-0.00328,-0.004166,0.101796,0.020764,0.019598
12/17/2018 15:00:53.34,12/17/18,15:00:53:34,0.053774,-0.00328,-0.004166,0.101345,0.020764,0.019598
12/17/2018 15:00:53.67,12/17/18,15:00:53:67,0.049722,-0.00328,-0.004166,0.097293,0.020764,0.019598
12/17/2018 15:00:53.74,12/17/18,15:00:53:74,0.051523,-0.00328,-0.004286,0.099094,0.020764,0.019478
12/17/2018 15:00:53.82,12/17/18,15:00:53:82,0.052124,-0.00328,-0.004326,0.099695,0.020764,0.019438
12/17/2018 15:00:54.01,12/17/18,15:00:54:01,0.051673,-0.00328,-0.004246,0.099244,0.020764,0.019518
12/17/2018 15:00:54.20,12/17/18,15:00:54:20,0.053324,-0.00328,-0.004326,0.100895,0.020764,0.019438
12/17/2018 15:00:54.38,12/17/18,15:00:54:38,0.054825,-0.00328,-0.004366,0.102396,0.020764,0.019398
12/17/2018 15:00:54.68,12/17/18,15:00:54:68,0.053774,-0.00332,-0.004406,0.101345,0.020724,0.019358
12/17/2018 15:00:54.77,12/17/18,15:00:54:77,0.053324,-0.00332,-0.004446,0.100895,0.020724,0.019318
12/17/2018 15:00:54.96,12/17/18,15:00:54:96,0.049272,-0.00336,-0.004406,0.096843,0.020684,0.019358
12/17/2018 15:00:55.15,12/17/18,15:00:55:15,0.051223,-0.0034,-0.004406,0.098794,0.020644,0.019358
12/17/2018 15:00:55.34,12/17/18,15:00:55:34,0.053924,-0.0034,-0.004486,0.101495,0.020644,0.019278
12/17/2018 15:00:55.52,12/17/18,15:00:55:52,0.051973,-0.00344,-0.004366,0.099544,0.020604,0.019398
12/17/2018 15:00:55.84,12/17/18,15:00:55:84,0.054074,-0.00344,-0.004326,0.101645,0.020604,0.019438
12/17/2018 15:00:55.91,12/17/18,15:00:55:91,0.054225,-0.00348,-0.004366,0.101796,0.020564,0.019398
12/17/2018 15:00:56.01,12/17/18,15:00:56:01,0.053474,-0.00344,-0.004326,0.101045,0.020604,0.019438
12/17/2018 15:00:56.21,12/17/18,15:00:56:21,0.052573,-0.00348,-0.004286,0.100144,0.020564,0.019478
12/17/2018 15:00:56.41,12/17/18,15:00:56:41,0.053174,-0.00348,-0.004206,0.100745,0.020564,0.019558
12/17/2018 15:00:56.60,12/17/18,15:00:56:60,0.053024,-0.00348,-0.004166,0.100595,0.020564,0.019598
12/17/2018 15:00:56.69,12/17/18,15:00:56:69,0.051973,-0.00348,-0.004166,0.099544,0.020564,0.019598
12/17/2018 15:00:57.01,12/17/18,15:00:57:01,0.047471,-0.0034,-0.003965,0.095042,0.020644,0.019799
12/17/2018 15:00:57.10,12/17/18,15:00:57:10,0.046721,-0.00344,-0.003965,0.094292,0.020604,0.019799
12/17/2018 15:00:57.29,12/17/18,15:00:57:29,0.046571,-0.00336,-0.003885,0.094142,0.020684,0.019879
12/17/2018 15:00:57.38,12/17/18,15:00:57:38,0.046271,-0.00336,-0.003805,0.093842,0.020684,0.019959
12/17/2018 15:00:57.58,12/17/18,15:00:57:58,0.047621,-0.00332,-0.003645,0.095192,0.020724,0.020119
12/17/2018 15:00:57.77,12/17/18,15:00:57:77,0.049572,-0.00324,-0.003565,0.097143,0.020804,0.020199
12/17/2018 15:00:58.07,12/17/18,15:00:58:07,0.049422,-0.00324,-0.003405,0.096993,0.020804,0.020359
12/17/2018 15:00:58.16,12/17/18,15:00:58:16,0.048522,-0.0032,-0.003365,0.096093,0.020844,0.020399
12/17/2018 15:00:58.36,12/17/18,15:00:58:36,0.051373,-0.00312,-0.003325,0.098944,0.020924,0.020439
12/17/2018 15:00:58.55,12/17/18,15:00:58:55,0.053474,-0.00304,-0.003325,0.101045,0.021004,0.020439
12/17/2018 15:00:58.74,12/17/18,15:00:58:74,0.055425,-0.00296,-0.003445,0.102996,0.021084,0.020319
12/17/2018 15:00:58.92,12/17/18,15:00:58:92,0.057826,-0.00292,-0.003445,0.105397,0.021124,0.020319
12/17/2018 15:00:59.24,12/17/18,15:00:59:24,0.058426,-0.0028,-0.003365,0.105997,0.021244,0.020399
12/17/2018 15:00:59.33,12/17/18,15:00:59:33,0.059477,-0.0028,-0.003445,0.107048,0.021244,0.020319
12/17/2018 15:00:59.52,12/17/18,15:00:59:52,0.058876,-0.00268,-0.003485,0.106447,0.021364,0.020279
12/17/2018 15:00:59.70,12/17/18,15:00:59:70,0.060827,-0.00264,-0.003565,0.108398,0.021404,0.020199
12/17/2018 15:00:59.91,12/17/18,15:00:59:91,0.062778,-0.0026,-0.003565,0.110349,0.021444,0.020199
12/17/2018 15:01:00.11,12/17/18,15:01:00:11,0.064429,-0.00256,-0.003525,0.112000,0.021484,0.020239
12/17/2018 15:01:00.20,12/17/18,15:01:00:20,0.065179,-0.00252,-0.003525,0.112750,0.021524,0.020239
12/17/2018 15:01:00.52,12/17/18,15:01:00:52,0.062628,-0.00244,-0.003485,0.110199,0.021604,0.020279
12/17/2018 15:01:00.61,12/17/18,15:01:00:61,0.062028,-0.00244,-0.003445,0.109599,0.021604,0.020319
12/17/2018 15:01:00.69,12/17/18,15:01:00:69,0.059777,-0.0024,-0.003365,0.107348,0.021644,0.020399
12/17/2018 15:01:00.78,12/17/18,15:01:00:78,0.059477,-0.00236,-0.003365,0.107048,0.021684,0.020399
12/17/2018 15:01:01.00,12/17/18,15:01:01:00,0.059027,-0.00232,-0.003325,0.106598,0.021724,0.020439
12/17/2018 15:01:01.19,12/17/18,15:01:01:19,0.058126,-0.00232,-0.003284,0.105697,0.021724,0.020480
12/17/2018 15:01:01.39,12/17/18,15:01:01:39,0.056025,-0.00228,-0.003204,0.103596,0.021764,0.020560
