,,5Base Avg:,-0.022697406,-0.450435159,10.03397695,49.99959654,35.26691643,0.059159654,-0.108250432,-0.003697406,0,0,BASELINE SUBTRACTED,,,,,,,,,
Date & Time,Date,Time,FIT600,FT702,FT750,PIT700,PIT780,PDIT700,PDIT704,PDIT780,ZC742,ZC762,FIT600,FT702,FT750,PIT700,PIT780,PDIT700,PDIT704,PDIT780,ZC742,ZC762
12/12/2018 00:28:36,12/12/18,0:28:36,-0.018,-0.809,19.748,50.32,36.16,0.0041,-0.0019,0.01,0,0,,,,,,,,,,
12/12/2018 00:28:42,12/12/18,0:28:42,-0.014,-0.829,20.173,50.12,36.24,0.0043,-0.0019,0.0135,0,0,,,,,,,,,,
12/12/2018 00:28:45,12/12/18,0:28:45,-0.03,-0.838,19.886,50.32,36.38,0.0041,-0.0017,0.0065,0,0,,,,,,,,,,
12/12/2018 00:28:48,12/12/18,0:28:48,-0.024,-0.838,19.886,50.18,36.44,0.0047,-0.0019,0.0135,0,0,,,,,,,,,,
12/12/2018 00:28:49,12/12/18,0:28:49,-0.024,-0.838,19.886,50.18,36.44,0.0047,-0.0019,0.0135,0,0,,,,,,,,,,
12/12/2018 00:28:54,12/12/18,0:28:54,-0.034,-0.837,20.043,49.94,36.5,0.0043,-0.0017,0.0135,0,0,,,,,,,,,,
12/12/2018 00:28:56,12/12/18,0:28:56,-0.02,-0.837,20.043,50.02,36.54,0.004,-0.0016,0.003,0,0,,,,,,,,,,
12/12/2018 00:28:59,12/12/18,0:28:59,-0.014,-0.821,19.935,49.92,36.5,0.0045,-0.0016,0.0135,0,0,,,,,,,,,,
12/12/2018 00:29:01,12/12/18,0:29:01,-0.03,-0.821,19.935,50.04,36.46,0.0048,-0.0014,0.003,0,0,,,,,,,,,,
12/12/2018 00:29:05,12/12/18,0:29:05,-0.014,-0.838,20.218,49.84,36.2,0.0047,-0.0013,0.017,0,0,,,,,,,,,,
12/12/2018 00:29:08,12/12/18,0:29:08,-0.026,-0.819,19.863,49.88,36.04,0.0045,-0.0013,0.003,0,0,,,,,,,,,,
12/12/2018 00:29:11,12/12/18,0:29:11,-0.032,-0.819,19.863,49.72,35.8,0.0047,-0.0014,0.0135,0,0,,,,,,,,,,
12/12/2018 00:29:17,12/12/18,0:29:17,-0.034,-0.756,20.278,49.62,35.5,0.0044,-0.0016,-0.0005,0,0,,,,,,,,,,
12/12/2018 00:29:17,12/12/18,0:29:17,-0.034,-0.756,20.278,49.62,35.5,0.0044,-0.0016,-0.0005,0,0,,,,,,,,,,
12/12/2018 00:29:20,12/12/18,0:29:20,-0.024,-0.802,19.901,49.6,35.2,0.0051,-0.0016,0.003,0,0,,,,,,,,,,
12/12/2018 00:29:23,12/12/18,0:29:23,-0.034,-0.775,19.792,49.4,35.02,0.0044,-0.0017,0.0135,0,0,,,,,,,,,,
12/12/2018 00:29:29,12/12/18,0:29:29,-0.016,-0.833,19.941,49.56,34.82,0.0045,-0.0017,0.0065,0,0,,,,,,,,,,
12/12/2018 00:29:29,12/12/18,0:29:29,-0.016,-0.833,19.941,49.46,34.82,0.0045,-0.0017,0.017,0,0,,,,,,,,,,
12/12/2018 00:29:34,12/12/18,0:29:34,-0.012,-0.802,19.717,49.42,34.58,0.0047,-0.0013,0.0065,0,0,,,,,,,,,,
12/12/2018 00:29:36,12/12/18,0:29:36,-0.032,-0.824,20.095,49.6,34.56,0.0043,-0.0014,0.017,0,0,,,,,,,,,,
12/12/2018 00:29:40,12/12/18,0:29:40,-0.018,-0.735,19.959,49.56,34.36,0.0048,-0.0008,0.0135,0,0,,,,,,,,,,
12/12/2018 00:29:42,12/12/18,0:29:42,-0.03,-0.735,19.959,49.6,34.28,0.0047,-0.0013,0.0065,0,0,,,,,,,,,,
12/12/2018 00:29:44,12/12/18,0:29:44,-0.014,-0.768,19.889,49.56,34.22,0.004,-0.0008,0.01,0,0,,,,,,,,,,
12/12/2018 00:29:48,12/12/18,0:29:48,-0.024,-0.768,19.889,49.58,33.92,0.0041,-0.0011,0.017,0,0,,,,,,,,,,
12/12/2018 00:29:53,12/12/18,0:29:53,-0.016,-0.756,19.843,49.58,33.88,0.005,-0.0006,0.017,0,0,,,,,,,,,,
12/12/2018 00:29:56,12/12/18,0:29:56,-0.024,-0.756,19.843,49.72,33.92,0.0041,-0.0014,0.0205,0,0,,,,,,,,,,
12/12/2018 00:29:58,12/12/18,0:29:58,-0.038,-0.764,19.743,49.64,33.8,0.0047,-0.0008,0.0065,0,0,,,,,,,,,,
12/12/2018 00:30:02,12/12/18,0:30:02,-0.016,-0.764,19.743,49.86,33.72,0.004,-0.001,0.0135,0,0,,,,,,,,,,
12/12/2018 00:30:05,12/12/18,0:30:05,-0.032,-0.767,20.135,49.86,33.84,0.004,-0.0014,0.0135,0,0,,,,,,,,,,
12/12/2018 00:30:08,12/12/18,0:30:08,-0.03,-0.762,20.303,50.08,33.8,0.0043,-0.0013,0.017,0,0,,,,,,,,,,
