DateTime,TE629,TE701,TE705,TE706A_1,TE706A_2,TE706B_1,TE706B_2,TE706C_1,TE706C_2,TE707A,TE707B,TE707C,TE708A_1,TE708A_2,TE708B_1,TE708B_2,TE708C_1,TE708C_2,TE709A,TE709B,TE709C,TE741A,TE743
2018-12-11 23:45:00,424.964,405.67800000000005,532.2230000000001,572.972,578.606,589.802,593.769,594.544,600.036,538.5840000000001,556.635,568.794,599.168,600.247,598.816,596.82,597.806,589.99,575.484,578.441,489.219,586.211,489.94800000000004
2018-12-11 23:46:00,424.98699999999997,405.773,531.73,573.183,578.746,589.872,593.839,594.614,600.107,538.303,557.222,569.076,599.238,600.177,598.816,596.844,597.83,589.99,575.413,578.441,488.795,586.07,489.407
2018-12-11 23:47:00,424.98699999999997,405.725,531.308,573.254,578.817,590.013,593.816,594.4730000000001,600.036,538.444,556.658,569.005,599.309,600.247,598.863,596.844,597.618,590.131,575.695,578.441,488.936,585.999,489.548
2018-12-11 23:48:00,425.05800000000005,405.654,530.885,573.254,578.887,590.154,593.886,594.544,600.036,537.88,557.363,568.7230000000001,599.238,600.177,598.7919999999999,596.703,597.83,590.131,575.906,578.864,489.57199999999995,585.929,489.548
2018-12-11 23:49:00,425.05800000000005,405.67800000000005,531.754,573.465,578.9580000000001,590.225,593.98,594.544,600.107,538.232,556.705,569.475,599.168,600.177,598.745,596.773,597.759,590.131,576.164,578.559,489.501,585.859,489.94800000000004
2018-12-11 23:50:00,424.98699999999997,405.654,531.613,573.535,579.028,590.295,593.7919999999999,594.544,600.036,537.88,556.846,568.418,599.168,600.247,598.769,596.633,597.689,590.06,575.624,578.3,489.289,585.694,490.56
2018-12-11 23:51:00,424.98699999999997,405.749,531.613,573.606,579.028,590.154,593.91,594.544,599.966,538.3969999999999,557.198,569.263,599.238,600.107,598.745,596.633,597.689,590.225,576.047,578.793,489.713,585.436,490.51300000000003
2018-12-11 23:52:00,424.98699999999997,405.749,530.4159999999999,573.606,579.0980000000001,590.225,593.91,594.544,599.966,537.692,556.565,568.77,599.168,600.247,598.816,596.703,597.689,590.154,575.2719999999999,578.441,489.24199999999996,585.507,490.796
2018-12-11 23:53:00,424.916,405.773,531.8240000000001,573.747,579.239,590.295,593.98,594.544,600.036,538.467,557.715,568.794,599.168,600.177,598.745,596.633,597.689,590.06,575.3430000000001,578.371,490.13699999999994,585.366,490.796
2018-12-11 23:54:00,424.98699999999997,405.702,531.613,573.747,579.31,590.436,594.0740000000001,594.544,600.036,538.5369999999999,557.011,568.512,599.168,600.177,598.769,596.492,597.689,590.225,575.202,578.23,489.784,585.0840000000001,490.843
2018-12-11 23:55:00,424.98699999999997,405.67800000000005,532.364,573.817,579.31,590.506,594.0509999999999,594.544,600.107,538.5840000000001,557.222,569.428,599.309,600.177,598.745,596.633,597.759,590.271,575.836,578.441,491.408,585.154,491.149
2018-12-11 23:56:00,424.98699999999997,405.725,531.895,573.887,579.38,590.436,594.0740000000001,594.614,600.036,539.242,557.2919999999999,569.428,599.238,600.107,598.698,596.539,597.83,590.271,576.117,579.005,489.43,585.0840000000001,490.796
