DateTime,TE629,TE701,TE705,TE706A_1,TE706A_2,TE706B_1,TE706B_2,TE706C_1,TE706C_2,TE707A,TE707B,TE707C,TE708A_1,TE708A_2,TE708B_1,TE708B_2,TE708C_1,TE708C_2,TE709A,TE709B,TE709C,TE741A,TE743
2018-12-10 18:39:00,425.034,404.469,406.223,503.18699999999995,550.556,570.953,580.225,564.264,599.966,451.066,470.531,503.352,582.056,598.346,580.906,599.942,580.014,571.352,509.783,524.8530000000001,352.86400000000003,569.404,426.352
2018-12-10 18:40:00,425.01099999999997,404.327,406.12800000000004,503.04699999999997,550.485,570.883,580.0840000000001,564.264,600.107,451.042,470.76599999999996,503.164,582.056,598.276,580.976,600.0830000000001,579.873,571.2819999999999,509.126,523.984,352.72,569.475,426.18699999999995
2018-12-10 18:41:00,425.01099999999997,404.469,406.08099999999996,502.976,550.415,570.953,580.225,564.264,599.966,450.783,470.81300000000005,503.49300000000005,582.056,598.276,580.906,599.942,580.014,571.2819999999999,509.92400000000004,524.923,352.505,569.263,426.25800000000004
2018-12-10 18:42:00,425.01099999999997,404.469,406.01,502.88199999999995,550.391,570.883,580.0840000000001,564.193,599.966,450.85400000000004,470.342,503.51599999999996,581.986,598.276,580.765,600.0830000000001,579.803,571.165,510.20599999999996,525.346,352.505,569.052,426.23400000000004
2018-12-10 18:43:00,425.01099999999997,404.327,405.796,502.741,550.321,570.883,580.014,564.123,599.966,450.713,470.55400000000003,502.95300000000003,581.986,598.276,580.765,600.013,579.803,571.071,509.22,524.43,352.219,569.404,426.23400000000004
2018-12-10 18:44:00,425.01099999999997,404.44599999999997,405.725,502.601,550.25,570.672,580.155,564.193,599.966,450.92400000000004,470.836,503.51599999999996,581.986,598.276,580.835,600.0830000000001,579.732,571.165,509.15,524.219,352.004,569.545,426.164
2018-12-10 18:45:00,425.01099999999997,404.374,405.63,502.389,550.18,570.672,580.014,564.052,600.036,450.407,470.342,502.88199999999995,581.962,598.252,580.695,599.989,579.85,571.0,509.408,524.689,352.05199999999996,569.545,426.14
2018-12-10 18:46:00,425.01099999999997,404.327,405.773,502.46,550.18,570.742,580.155,564.029,600.036,450.407,470.342,502.95300000000003,581.962,598.182,580.695,600.06,579.85,571.141,509.57199999999995,524.712,351.861,569.475,425.952
2018-12-10 18:47:00,425.01099999999997,404.398,405.725,502.319,550.039,570.672,580.014,563.9580000000001,599.966,450.36,469.824,502.718,581.8919999999999,598.182,580.695,600.013,579.732,570.93,508.86800000000005,523.797,351.64599999999996,569.615,426.093
2018-12-10 18:48:00,425.01099999999997,404.398,405.51199999999994,502.17800000000005,549.969,570.601,579.943,563.9580000000001,600.036,450.148,470.20099999999996,502.741,581.8919999999999,598.182,580.624,600.013,579.732,570.93,509.15,524.219,351.50199999999995,569.615,426.046
2018-12-10 18:49:00,425.01099999999997,404.327,405.583,502.108,549.969,570.672,580.0840000000001,563.818,599.966,450.501,470.413,503.023,581.821,598.182,580.765,600.013,579.7090000000001,571.0,509.22,524.6419999999999,351.64599999999996,569.686,426.093
2018-12-10 18:50:00,425.034,404.469,405.51199999999994,502.037,549.898,570.672,579.943,563.818,599.966,450.57099999999997,470.74199999999996,502.718,581.821,598.252,580.554,600.013,579.803,570.859,508.657,523.585,351.144,569.475,425.952
2018-12-10 18:51:00,425.034,404.327,405.275,501.89599999999996,549.898,570.672,580.0840000000001,563.888,599.966,450.124,470.06,502.389,581.821,598.111,580.601,600.06,579.638,570.93,509.15,524.501,351.287,569.615,425.811
2018-12-10 18:52:00,425.034,404.42199999999997,405.29900000000004,501.756,549.757,570.672,580.0840000000001,563.888,599.966,450.148,470.342,502.741,581.751,598.111,580.554,599.919,579.7090000000001,570.789,509.009,524.289,350.92900000000003,569.827,425.74
2018-12-10 18:53:00,424.964,404.42199999999997,405.156,501.615,549.757,570.601,579.99,563.818,599.966,450.218,470.272,502.601,581.821,598.182,580.601,599.919,579.7090000000001,570.859,508.727,524.548,350.786,569.475,425.69300000000004
2018-12-10 18:54:00,424.964,404.469,405.085,501.54400000000004,549.687,570.601,580.061,563.818,599.966,449.983,469.777,503.023,581.821,598.111,580.46,599.919,579.638,570.859,509.50199999999995,524.6419999999999,350.714,569.827,425.575
2018-12-10 18:55:00,424.964,404.398,405.156,501.474,549.617,570.601,580.0840000000001,563.747,600.036,449.795,470.24800000000005,502.85900000000004,581.751,598.111,580.4830000000001,600.06,579.779,570.789,508.727,524.008,350.57099999999997,570.038,425.62300000000005
2018-12-10 18:56:00,424.964,404.398,405.014,501.333,549.5459999999999,570.531,579.99,563.818,600.036,450.00699999999995,469.754,501.94300000000004,581.821,598.111,580.389,600.06,579.638,570.719,508.23400000000004,523.656,350.57099999999997,569.827,425.481
2018-12-10 18:57:00,424.964,404.398,405.014,501.19199999999995,549.5459999999999,570.601,580.061,563.747,600.036,449.795,469.848,502.601,581.68,598.111,580.46,599.989,579.638,570.695,508.93800000000005,524.149,350.284,569.874,425.575
