DateTime,TE629,TE701,TE705,TE706A_1,TE706A_2,TE706B_1,TE706B_2,TE706C_1,TE706C_2,TE707A,TE707B,TE707C,TE708A_1,TE708A_2,TE708B_1,TE708B_2,TE708C_1,TE708C_2,TE709A,TE709B,TE709C,TE741A,TE743
2018-12-12 10:43:00,424.94,400.67800000000005,396.91,486.81800000000004,541.448,566.259,577.62,564.827,599.919,437.579,461.139,490.67800000000005,582.15,598.0409999999999,579.357,599.966,579.263,572.127,500.676,519.736,340.39599999999996,567.6669999999999,417.835
2018-12-12 10:44:00,424.964,400.915,397.07599999999996,486.841,541.472,566.3530000000001,577.502,564.85,600.0830000000001,437.603,461.163,490.98400000000004,582.15,598.018,579.239,600.0830000000001,579.239,572.197,500.88699999999994,519.759,340.70599999999996,567.831,417.764
2018-12-12 10:45:00,425.034,400.915,397.07599999999996,486.912,541.472,566.2819999999999,577.526,564.85,600.036,437.461,461.375,490.67800000000005,582.15,598.018,579.404,600.0830000000001,579.169,572.221,500.81699999999995,520.0409999999999,340.56300000000005,568.184,417.906
2018-12-12 10:46:00,425.034,401.05699999999996,397.17,487.006,541.5419999999999,566.2819999999999,577.549,564.804,599.966,437.838,461.681,490.866,582.173,598.018,579.357,600.0830000000001,579.239,572.362,500.559,519.759,340.56300000000005,568.066,417.764
2018-12-12 10:47:00,425.12800000000004,401.223,397.31199999999995,487.077,541.636,566.212,577.596,564.804,599.895,437.69699999999995,461.32800000000003,490.654,582.1030000000001,597.947,579.263,600.013,579.31,572.315,500.699,519.8530000000001,340.659,568.489,417.787
2018-12-12 10:48:00,425.12800000000004,401.223,397.31199999999995,487.218,541.706,566.376,577.479,564.804,599.919,437.626,461.092,490.70099999999996,582.1030000000001,598.018,579.216,600.013,579.239,572.315,500.746,519.759,340.80199999999996,568.207,417.645
2018-12-12 10:49:00,425.12800000000004,401.31699999999995,397.384,487.289,541.73,566.306,577.526,564.7330000000001,599.989,437.909,461.351,491.00699999999995,582.1030000000001,597.877,579.263,599.942,579.239,572.409,501.075,519.736,340.754,568.371,417.645
2018-12-12 10:50:00,425.222,401.483,397.526,487.31199999999995,541.73,566.4,577.643,564.827,600.013,437.97900000000004,461.49199999999996,491.24300000000005,582.1030000000001,597.877,579.239,599.919,579.3330000000001,572.479,501.145,520.0880000000001,340.969,568.512,417.31300000000005
2018-12-12 10:51:00,425.222,401.602,397.644,487.406,541.73,566.47,577.6669999999999,564.78,600.013,437.673,461.634,490.96,582.056,597.9,579.404,600.06,579.357,572.549,500.81699999999995,519.759,341.11199999999997,568.512,417.45599999999996
2018-12-12 10:52:00,425.222,401.57800000000003,397.69199999999995,487.477,541.8,566.4,577.479,564.71,600.013,437.791,461.092,491.055,582.056,597.83,579.216,599.989,579.357,572.479,500.746,519.971,341.184,568.3240000000001,417.195
2018-12-12 10:53:00,425.246,401.76800000000003,397.715,487.477,541.8240000000001,566.423,577.6669999999999,564.78,600.013,438.168,461.657,491.19599999999997,581.986,597.9,579.263,599.989,579.427,572.573,501.16900000000004,520.182,340.99300000000005,568.395,417.05300000000005
2018-12-12 10:54:00,425.246,401.91,397.597,487.61800000000005,541.8240000000001,566.423,577.526,564.804,600.013,438.191,461.728,490.913,582.009,597.924,579.263,599.919,579.357,572.503,500.911,520.135,341.30300000000005,568.418,417.005
2018-12-12 10:55:00,425.246,401.86199999999997,397.786,487.689,541.918,566.447,577.62,564.804,599.966,438.168,461.539,490.796,582.009,597.8530000000001,579.216,600.0830000000001,579.451,572.596,500.84,519.924,341.59,568.63,416.98199999999997
2018-12-12 10:56:00,425.269,402.07599999999996,397.81,487.783,542.058,566.376,577.549,564.7330000000001,600.036,438.332,461.681,491.07800000000003,582.009,597.877,579.286,599.942,579.38,572.6669999999999,500.84,519.712,341.51800000000003,568.63,416.88699999999994
2018-12-12 10:57:00,425.269,402.171,397.881,487.87699999999995,542.011,566.447,577.549,564.663,600.06,438.474,462.05699999999996,491.24300000000005,581.939,597.877,579.145,599.942,579.451,572.596,501.075,520.0880000000001,341.972,568.841,416.86300000000006
2018-12-12 10:58:00,425.269,402.24199999999996,398.04699999999997,487.87699999999995,542.011,566.376,577.573,564.757,600.13,438.403,461.916,491.17199999999997,582.033,597.83,579.31,599.872,579.38,572.761,501.216,520.299,341.686,569.076,416.721
2018-12-12 10:59:00,425.222,402.384,397.976,487.94800000000004,542.082,566.4,577.432,564.827,600.06,438.403,461.704,491.00699999999995,582.033,597.9,579.216,600.036,579.404,572.69,500.934,520.158,341.972,569.029,416.603
