DateTime,TE629,TE701,TE705,TE706A_1,TE706A_2,TE706B_1,TE706B_2,TE706C_1,TE706C_2,TE707A,TE707B,TE707C,TE708A_1,TE708A_2,TE708B_1,TE708B_2,TE708C_1,TE708C_2,TE709A,TE709B,TE709C,TE741A,TE743
2018-12-20 11:46:00,418.38,376.411,518.351,565.789,578.582,588.581,595.295,594.121,599.872,522.506,538.444,546.19,598.839,599.285,593.863,594.661,590.577,584.075,551.893,553.654,479.45099999999996,547.786,463.587
2018-12-20 11:47:00,418.309,376.93199999999996,519.055,566.165,579.005,588.887,595.4119999999999,594.191,599.825,522.881,538.3969999999999,546.565,598.7919999999999,599.215,593.957,594.59,590.6469999999999,584.169,550.931,553.325,478.415,547.504,463.611
2018-12-20 11:48:00,418.309,377.596,518.703,566.611,579.239,588.98,595.576,594.332,599.8480000000001,522.599,538.1619999999999,546.894,598.816,599.215,594.0740000000001,594.614,590.6709999999999,584.474,551.706,553.677,478.06199999999995,547.387,463.281
2018-12-20 11:49:00,418.546,378.165,519.055,566.822,579.521,589.3330000000001,595.717,594.332,599.8480000000001,522.952,537.857,546.307,598.886,599.309,594.0740000000001,594.684,590.741,584.568,551.729,553.278,479.474,547.128,463.069
2018-12-20 11:50:00,418.68800000000005,378.449,518.938,567.104,579.685,589.4730000000001,595.67,594.567,599.872,523.257,538.89,546.776,598.886,599.379,594.0980000000001,594.849,590.764,584.568,552.457,553.654,479.71,546.988,463.022
2018-12-20 11:51:00,418.972,379.089,519.0319999999999,567.315,579.967,589.567,595.881,594.59,599.872,523.491,538.373,546.401,598.956,599.309,594.238,594.943,590.8580000000001,584.873,551.753,553.513,481.71,546.9169999999999,463.046
2018-12-20 11:52:00,419.399,379.61,519.172,567.62,580.202,589.7080000000001,595.835,594.684,599.942,523.491,538.631,547.363,598.909,599.332,594.168,594.872,590.999,584.896,551.987,553.466,479.098,546.941,462.905
2018-12-20 11:53:00,419.849,380.25,520.0169999999999,567.925,580.413,589.872,595.999,594.755,599.825,523.703,538.514,546.5419999999999,599.003,599.355,594.215,594.825,590.952,585.107,551.87,553.067,481.73400000000004,546.753,462.62199999999996
2018-12-20 11:54:00,420.418,380.629,520.323,568.207,580.624,590.0840000000001,596.069,594.755,599.895,524.102,539.312,546.847,599.003,599.4259999999999,594.285,594.849,591.0459999999999,585.201,551.354,553.466,479.286,546.823,462.505
2018-12-20 11:55:00,421.05800000000005,381.269,520.111,568.5830000000001,581.0,590.248,596.0930000000001,594.849,599.895,524.008,538.256,547.363,599.0740000000001,599.4490000000001,594.379,594.99,591.187,585.366,552.175,553.5830000000001,482.605,546.612,462.881
2018-12-20 11:56:00,421.69800000000004,381.861,511.708,568.935,581.234,590.4119999999999,596.257,594.919,599.989,519.055,538.96,549.499,599.168,599.52,594.4730000000001,595.013,591.281,585.507,554.9209999999999,555.696,481.969,546.636,463.116
