DateTime,FIT600,FT702,FT750,PIT700,PIT780,PDIT700,PDIT704,PDIT780,ZC742,ZC762
2018-12-13 11:22:00,15.9896,130.816478,394.977353,-0.603608,2.565098,0.390396,0.021103999999999998,0.526716,55.0,50.0
2018-12-13 11:22:03,16.0416,130.816478,394.977353,-0.743608,2.585098,0.355596,0.021504,0.579216,55.0,50.0
2018-12-13 11:22:07,16.0396,131.581478,394.60335299999997,-0.663608,2.805098,0.368096,0.022004,0.523216,55.0,50.0
2018-12-13 11:22:10,16.0876,131.627478,395.01235299999996,-0.303608,2.665098,0.374896,0.025103999999999998,0.502216,55.0,50.0
2018-12-13 11:22:13,16.0336,131.444478,395.013353,-0.303608,2.565098,0.369396,0.026604000000000003,0.547716,55.0,50.0
2018-12-13 11:22:16,15.9956,131.444478,395.013353,-0.323608,3.145098,0.357396,0.026604000000000003,0.6177159999999999,55.0,50.0
2018-12-13 11:22:20,16.0436,131.185478,394.81535299999996,-0.743608,2.765098,0.346596,0.025704,0.551216,55.0,50.0
2018-12-13 11:22:23,16.0316,131.217478,395.10335299999997,-0.563608,2.785098,0.366396,0.020003999999999997,0.544216,55.0,50.0
2018-12-13 11:22:25,16.0176,131.217478,395.10335299999997,-0.123608,2.665098,0.360396,0.029304000000000004,0.547716,55.0,50.0
2018-12-13 11:22:29,16.0276,131.382478,394.79135299999996,-0.783608,2.545098,0.348096,0.024204,0.547716,55.0,50.0
2018-12-13 11:22:33,16.0256,131.293478,394.58935299999996,-0.603608,2.725098,0.345296,0.025404,0.516216,55.0,50.0
2018-12-13 11:22:36,15.9856,131.548478,394.789353,-0.703608,2.585098,0.378296,0.026304,0.537216,55.0,50.0
2018-12-13 11:22:39,15.9976,131.548478,394.789353,-0.583608,2.785098,0.379796,0.015704,0.5057159999999999,55.0,50.0
2018-12-13 11:22:42,15.9796,131.059478,394.816353,0.036392,2.325098,0.396696,0.025604000000000002,0.498716,55.0,50.0
2018-12-13 11:22:45,15.9896,131.054478,394.96435299999996,-0.903608,2.745098,0.369596,0.026304,0.530216,55.0,50.0
2018-12-13 11:22:48,16.0116,131.054478,394.96435299999996,-0.463608,2.605098,0.382996,0.021804,0.540716,55.0,50.0
2018-12-13 11:22:51,15.9616,130.800478,394.907353,-0.263608,2.765098,0.366496,0.032804,0.561716,55.0,50.0
