DateTime,TE629,TE701,TE705,TE706A_1,TE706A_2,TE706B_1,TE706B_2,TE706C_1,TE706C_2,TE707A,TE707B,TE707C,TE708A_1,TE708A_2,TE708B_1,TE708B_2,TE708C_1,TE708C_2,TE709A,TE709B,TE709C,TE741A,TE743
2018-12-10 21:47:00,425.01099999999997,404.54,524.031,572.221,579.85,591.023,594.614,593.933,600.107,533.256,553.56,566.3290000000001,599.262,600.4590000000001,598.44,597.126,597.83,590.741,574.451,577.972,487.265,580.695,479.733
2018-12-10 21:48:00,425.01099999999997,404.398,524.243,572.08,579.7090000000001,590.811,594.544,593.933,600.036,533.115,554.264,566.611,599.262,600.529,598.299,597.0790000000001,597.8530000000001,590.741,574.075,577.596,486.841,580.835,479.78
2018-12-10 21:49:00,425.05800000000005,404.54,525.064,572.01,579.638,590.741,594.4730000000001,593.863,600.107,533.585,554.053,566.681,599.262,600.388,598.44,597.055,597.759,590.577,574.286,577.6669999999999,487.759,580.765,479.75699999999995
2018-12-10 21:50:00,424.98699999999997,404.469,525.064,571.939,579.497,590.6,594.4259999999999,593.863,599.966,533.326,553.818,566.094,599.191,600.388,598.393,597.149,597.6419999999999,590.6,574.568,577.526,487.477,580.929,479.898
2018-12-10 21:51:00,425.05800000000005,404.54,526.12,571.798,579.497,590.6709999999999,594.332,593.863,599.966,534.359,555.109,567.104,599.121,600.318,598.37,597.055,597.618,590.577,574.357,577.455,487.61800000000005,580.906,479.898
2018-12-10 21:52:00,425.05800000000005,404.469,522.881,571.798,579.357,590.6,594.4730000000001,593.863,599.966,532.106,552.433,565.836,598.98,600.177,598.299,596.914,597.548,590.53,574.639,577.385,487.265,581.281,480.039
2018-12-10 21:53:00,425.05800000000005,404.44599999999997,526.754,571.798,579.357,590.6,594.332,594.004,600.036,534.852,554.616,566.9630000000001,598.98,600.177,598.158,596.914,597.4780000000001,590.365,574.075,577.315,488.042,581.211,480.251
2018-12-10 21:54:00,424.98699999999997,404.469,525.346,571.798,579.286,590.6,594.379,593.863,599.966,534.078,554.898,566.9630000000001,598.909,600.177,598.135,596.938,597.501,590.506,574.216,577.385,487.689,581.328,480.157
2018-12-10 21:55:00,424.98699999999997,404.398,527.623,571.798,579.286,590.6,594.379,593.933,599.966,535.1569999999999,554.616,566.9630000000001,598.909,600.107,598.205,596.938,597.501,590.436,573.6759999999999,577.62,487.759,581.281,480.086
2018-12-10 21:56:00,425.05800000000005,404.54,525.721,571.869,579.286,590.6,594.403,593.933,600.036,533.749,554.5219999999999,566.94,598.98,600.107,598.0880000000001,596.773,597.548,590.389,574.427,577.244,487.689,581.188,479.99199999999996
2018-12-10 21:57:00,424.98699999999997,404.54,525.721,571.939,579.286,590.6,594.497,593.933,599.966,533.819,553.63,566.9630000000001,598.909,600.107,598.111,596.773,597.548,590.318,574.286,577.1030000000001,487.61800000000005,581.469,480.181
2018-12-10 21:58:00,425.05800000000005,404.54,527.67,571.939,579.286,590.53,594.332,593.933,599.966,535.275,554.475,567.174,598.909,600.107,598.158,596.867,597.501,590.365,574.24,576.986,487.83,581.54,480.48699999999997
2018-12-10 21:59:00,425.034,404.469,524.8290000000001,571.939,579.216,590.53,594.356,594.0740000000001,599.966,533.585,553.9830000000001,566.4,598.909,600.107,598.111,596.867,597.431,590.365,574.24,577.127,487.83,581.61,480.675
2018-12-10 22:00:00,425.034,404.564,526.4019999999999,571.939,579.286,590.53,594.356,594.0740000000001,599.966,534.852,555.156,567.432,598.909,600.107,598.135,596.703,597.4780000000001,590.225,575.085,577.549,488.18300000000005,581.61,480.60400000000004
2018-12-10 22:01:00,425.034,404.54,527.2,571.939,579.286,590.4590000000001,594.45,594.0740000000001,600.036,534.876,555.109,567.033,598.839,600.107,598.135,596.797,597.431,590.295,574.146,577.221,488.254,581.751,481.004
2018-12-10 22:02:00,425.034,404.469,527.106,572.01,579.286,590.389,594.497,594.144,599.966,534.711,554.781,567.198,598.839,600.107,598.0409999999999,596.609,597.4540000000001,590.225,573.794,577.526,487.971,581.845,481.098
