DateTime,TE629,TE701,TE705,TE706A_1,TE706A_2,TE706B_1,TE706B_2,TE706C_1,TE706C_2,TE707A,TE707B,TE707C,TE708A_1,TE708A_2,TE708B_1,TE708B_2,TE708C_1,TE708C_2,TE709A,TE709B,TE709C,TE741A,TE743
2018-12-18 19:10:00,424.98699999999997,402.76300000000003,473.07199999999995,547.645,566.306,580.648,590.929,586.751,599.8480000000001,495.676,519.712,543.819,594.755,599.872,598.205,599.097,596.703,583.558,556.424,568.9580000000001,469.824,579.943,484.48800000000006
2018-12-18 19:11:00,425.05800000000005,402.834,473.37800000000004,547.363,566.165,580.577,590.8580000000001,586.68,599.8480000000001,495.48800000000006,519.665,543.42,594.755,599.8009999999999,598.299,599.238,596.703,583.488,555.86,568.465,469.824,580.014,484.276
2018-12-18 19:12:00,424.98699999999997,402.787,473.167,547.082,565.9540000000001,580.225,590.929,586.61,599.919,495.277,518.938,542.974,594.614,599.872,598.299,599.238,596.844,583.488,555.72,568.536,468.906,580.225,484.276
2018-12-18 19:13:00,424.98699999999997,402.834,472.884,546.8,565.742,580.155,590.8580000000001,586.398,599.8480000000001,495.066,519.36,543.185,594.544,599.8009999999999,598.229,599.355,596.82,583.4169999999999,555.766,568.512,468.977,580.2959999999999,484.18199999999996
2018-12-18 19:14:00,424.98699999999997,402.69199999999995,472.814,546.518,565.531,580.014,590.764,586.328,599.919,494.64300000000003,519.149,542.974,594.4730000000001,599.7080000000001,598.205,599.4490000000001,596.844,583.2769999999999,555.72,568.113,468.836,580.436,484.25199999999995
2018-12-18 19:15:00,424.98699999999997,402.73900000000003,472.719,546.237,565.39,580.014,590.835,586.328,599.919,494.54900000000004,518.726,543.044,594.4730000000001,599.778,598.323,599.355,596.82,583.3240000000001,555.72,568.254,468.55300000000005,580.577,484.111
2018-12-18 19:16:00,424.98699999999997,402.787,473.284,546.1659999999999,565.109,579.6619999999999,590.694,586.258,599.8480000000001,495.042,518.586,542.763,594.403,599.778,598.276,599.496,596.68,583.183,555.508,568.465,467.70599999999996,580.507,484.32300000000004
2018-12-18 19:17:00,424.964,402.858,473.214,545.814,565.038,579.591,590.764,586.117,599.8480000000001,495.019,519.29,543.255,594.262,599.7080000000001,598.4169999999999,599.496,596.75,583.253,555.555,568.653,468.24699999999996,580.648,484.394
2018-12-18 19:18:00,424.964,402.716,471.801,545.673,564.8969999999999,579.521,590.764,586.0459999999999,599.989,493.963,518.4209999999999,542.669,594.262,599.7080000000001,598.4169999999999,599.543,596.727,583.112,554.781,568.231,468.459,580.624,484.74699999999996
2018-12-18 19:19:00,424.964,402.787,472.084,545.5319999999999,564.757,579.357,590.577,586.0459999999999,599.919,493.845,518.515,542.622,594.191,599.778,598.299,599.614,596.797,582.971,555.156,568.395,468.671,580.765,484.676
2018-12-18 19:20:00,424.964,402.858,472.296,545.227,564.545,579.286,590.577,585.976,599.919,493.775,517.4590000000001,542.27,594.191,599.778,598.299,599.755,596.797,582.878,555.297,568.043,468.24699999999996,580.835,484.22900000000004
2018-12-18 19:21:00,424.964,402.834,472.931,545.086,564.381,579.075,590.6469999999999,585.765,599.989,493.916,517.6,541.7769999999999,594.191,599.567,598.44,599.778,596.75,582.878,554.382,567.972,468.036,580.765,484.37
2018-12-18 19:22:00,424.964,402.668,472.155,544.875,564.17,579.005,590.6469999999999,585.835,599.919,493.564,517.8580000000001,542.105,594.0509999999999,599.567,598.44,599.825,596.797,582.878,554.3580000000001,567.456,467.4,581.047,484.582
2018-12-18 19:23:00,424.89300000000003,402.69199999999995,471.519,544.664,564.029,578.793,590.6,585.765,599.919,493.282,517.506,542.035,593.91,599.496,598.534,599.825,596.797,582.807,554.499,567.597,467.68300000000005,581.047,484.22900000000004
2018-12-18 19:24:00,424.964,402.858,472.01300000000003,544.453,563.818,578.7230000000001,590.4590000000001,585.765,599.989,493.49300000000005,517.788,541.753,593.839,599.496,598.464,599.966,596.656,582.807,554.781,567.6669999999999,468.24699999999996,581.328,483.805
